Date,AAPL_Close,AMZN_Close,GOOGL_Close,MSFT_Close,TSLA_Close,AAPL_Volume,AMZN_Volume,GOOGL_Volume,MSFT_Volume,TSLA_Volume,AAPL_RSI,AAPL_BB_Upper,AAPL_BB_Lower,AAPL_Close_Lag_1,AAPL_Volume_Lag_1,AAPL_Close_Lag_2,AAPL_Volume_Lag_2,AAPL_Close_Lag_3,AAPL_Volume_Lag_3,AAPL_Target,AMZN_RSI,AMZN_BB_Upper,AMZN_BB_Lower,AMZN_Close_Lag_1,AMZN_Volume_Lag_1,AMZN_Close_Lag_2,AMZN_Volume_Lag_2,AMZN_Close_Lag_3,AMZN_Volume_Lag_3,AMZN_Target,GOOGL_RSI,GOOGL_BB_Upper,GOOGL_BB_Lower,GOOGL_Close_Lag_1,GOOGL_Volume_Lag_1,GOOGL_Close_Lag_2,GOOGL_Volume_Lag_2,GOOGL_Close_Lag_3,GOOGL_Volume_Lag_3,GOOGL_Target,MSFT_RSI,MSFT_BB_Upper,MSFT_BB_Lower,MSFT_Close_Lag_1,MSFT_Volume_Lag_1,MSFT_Close_Lag_2,MSFT_Volume_Lag_2,MSFT_Close_Lag_3,MSFT_Volume_Lag_3,MSFT_Target,TSLA_RSI,TSLA_BB_Upper,TSLA_BB_Lower,TSLA_Close_Lag_1,TSLA_Volume_Lag_1,TSLA_Close_Lag_2,TSLA_Volume_Lag_2,TSLA_Close_Lag_3,TSLA_Volume_Lag_3,TSLA_Target
2015-01-30,0.0893818054908799,0.0730477100175646,0.0369930179945137,0.0,0.0839491139998619,0.801446680828084,1.0,0.7730764784580648,0.7551666507591213,0.324622941422938,58.21530402942723,0.0919067420029637,0.042143755658067765,0.0950996044838301,0.8039143515627476,0.0832121236700615,0.9693649570540606,0.0619238618463213,0.8411109757077941,0.0942177461793218,76.73331883156865,0.049672058539185604,-0.013490871892149387,0.0285555236356223,0.7069520585461913,0.0197428400183954,0.4066920507148266,0.0229474598913328,0.3928248797385754,0.0826634136126518,67.11528690143336,0.0427127573814178,-0.007867646569961563,0.0151094708208392,0.644397976176375,0.014372749794753,0.405996067108461,0.0223799723975781,0.4327520469184636,0.0322619607486713,23.08788516594879,0.0814350146126743,0.008016451188051422,0.0147798237416238,0.6905218788708023,0.007322530214683,0.7804894651557559,0.0205913263208263,1.0,0.0081480215605753,47.07240029549534,0.10130818160284932,0.06547267706044335,0.0858598002595838,0.361763819670065,0.0788296278172924,0.3350226432143555,0.0867862251848299,0.3070855340987739,0.0926019006789741
2015-02-02,0.0942177461793218,0.0826634136126518,0.0322619607486713,0.0081480215605753,0.0926019006789741,0.714708085761635,0.7552832296299723,0.6301862515830443,0.6167224024363636,0.3968921986955527,65.76656724807043,0.09617629586698223,0.04103632666379192,0.0893818054908799,0.801446680828084,0.0950996044838301,0.8039143515627476,0.0832121236700615,0.9693649570540606,0.094283068609934,82.83298304494896,0.06375894530895385,-0.02180448305601921,0.0730477100175646,1.0,0.0285555236356223,0.7069520585461913,0.0197428400183954,0.4066920507148266,0.0817839398404476,66.2561550227147,0.04309660741612814,-0.008015458328668703,0.0369930179945137,0.7730764784580648,0.0151094708208392,0.644397976176375,0.014372749794753,0.405996067108461,0.0332384348046883,29.626292808473835,0.08213752013043543,0.002591402632606772,0.0,0.7551666507591213,0.0147798237416238,0.6905218788708023,0.007322530214683,0.7804894651557559,0.0110690268624629,57.875890396058715,0.09916211800073788,0.06666570184620602,0.0839491139998619,0.324622941422938,0.0858598002595838,0.361763819670065,0.0788296278172924,0.3350226432143555,0.1010678442388882
2015-02-03,0.094283068609934,0.0817839398404476,0.0332384348046883,0.0110690268624629,0.1010678442388882,0.6578338788069074,0.6110511485418781,0.4882355380828338,0.6274060490776634,0.4308176117813511,64.59296032532373,0.09935143583492191,0.042134310651547144,0.0942177461793218,0.714708085761635,0.0893818054908799,0.801446680828084,0.0950996044838301,0.8039143515627476,0.0972474634822349,81.61445891225767,0.07480739921671897,-0.026453373322757566,0.0826634136126518,0.7552832296299723,0.0730477100175646,1.0,0.0285555236356223,0.7069520585461913,0.0829306634493503,65.02206565094436,0.044640608990805936,-0.00831651195656433,0.0322619607486713,0.6301862515830443,0.0369930179945137,0.7730764784580648,0.0151094708208392,0.644397976176375,0.0268114907828074,31.945345311301494,0.08217603614185578,-0.0015270189944931664,0.0081480215605753,0.6167224024363636,0.0,0.7551666507591213,0.0147798237416238,0.6905218788708023,0.0132455061132363,61.41774699647424,0.10117729160783544,0.06559587545924635,0.0926019006789741,0.3968921986955527,0.0839491139998619,0.324622941422938,0.0858598002595838,0.361763819670065,0.1012810761988547
2015-02-04,0.0972474634822349,0.0829306634493503,0.0268114907828074,0.0132455061132363,0.1012810761988547,0.7482404840785959,0.495797655215803,0.3893419031879741,0.556441360755553,0.3458599203514474,66.6104195638784,0.10247334339080404,0.04357833209551838,0.094283068609934,0.6578338788069074,0.0942177461793218,0.714708085761635,0.0893818054908799,0.801446680828084,0.1000075058659932,83.02698436491366,0.08431752170517968,-0.02865454433082183,0.0817839398404476,0.6110511485418781,0.0826634136126518,0.7552832296299723,0.0730477100175646,1.0,0.0915493677561876,59.393737998967715,0.04543187383045474,-0.007327402123117055,0.0332384348046883,0.4882355380828338,0.0322619607486713,0.6301862515830443,0.0369930179945137,0.7730764784580648,0.0301515151052886,34.19426109697383,0.08211381451331873,-0.004766208890685859,0.0110690268624629,0.6274060490776634,0.0081480215605753,0.6167224024363636,0.0,0.7551666507591213,0.0187232935075989,76.6978205070139,0.10287334698830188,0.06472834212765062,0.1010678442388882,0.4308176117813511,0.0926019006789741,0.3968921986955527,0.0839491139998619,0.324622941422938,0.1040041121960113
2015-02-05,0.1000075058659932,0.0915493677561876,0.0301515151052886,0.0187232935075989,0.1040041121960113,0.5959309441705702,0.6555961031223525,0.3828718347110182,0.5153803206716763,0.3601639442726081,75.36727746509665,0.10594532398196348,0.04441024081484114,0.0972474634822349,0.7482404840785959,0.094283068609934,0.6578338788069074,0.0942177461793218,0.714708085761635,0.0967257965103072,89.67975241657007,0.09448738494395086,-0.031016219876180376,0.0829306634493503,0.495797655215803,0.0817839398404476,0.6110511485418781,0.0826634136126518,0.7552832296299723,0.0919126740227158,61.81983550369589,0.046426771651460974,-0.006068899326393189,0.0268114907828074,0.3893419031879741,0.0332384348046883,0.4882355380828338,0.0322619607486713,0.6301862515830443,0.0337524691571686,38.54854155916084,0.08096189127050418,-0.006846799992986742,0.0132455061132363,0.556441360755553,0.0110690268624629,0.6274060490776634,0.0081480215605753,0.6167224024363636,0.0183664545739288,79.10973827248682,0.10515439755704431,0.06358635488096634,0.1012810761988547,0.3458599203514474,0.1010678442388882,0.4308176117813511,0.0926019006789741,0.3968921986955527,0.099942721850209
2015-02-06,0.0967257965103072,0.0919126740227158,0.0337524691571686,0.0183664545739288,0.099942721850209,0.606138045358608,0.4758896764157132,0.4605991462722265,0.4982066228025177,0.3416443376465294,75.14660670365585,0.10860718581418563,0.04426581446134965,0.1000075058659932,0.5959309441705702,0.0972474634822349,0.7482404840785959,0.094283068609934,0.6578338788069074,0.0992949515682017,89.29544368040247,0.10325930918440539,-0.03217806228609603,0.0915493677561876,0.6555961031223525,0.0829306634493503,0.495797655215803,0.0817839398404476,0.6110511485418781,0.0884326773961574,60.878689841232315,0.04779144110802762,-0.004984242518789022,0.0301515151052886,0.3828718347110182,0.0268114907828074,0.3893419031879741,0.0332384348046883,0.4882355380828338,0.0296604748002005,34.848925311876926,0.07787954832596036,-0.00813295433005902,0.0187232935075989,0.5153803206716763,0.0132455061132363,0.556441360755553,0.0110690268624629,0.6274060490776634,0.0179197651353419,73.39974940264057,0.10642150587607652,0.06309046274946836,0.1040041121960113,0.3601639442726081,0.1012810761988547,0.3458599203514474,0.1010678442388882,0.4308176117813511,0.1000779841893392
2015-02-09,0.0992949515682017,0.0884326773961574,0.0296604748002005,0.0179197651353419,0.1000779841893392,0.5710677533128479,0.3727727641210014,0.3556849352608529,0.4671706000544802,0.3569231072152359,73.0103583912962,0.11146130939639884,0.04414455234191882,0.0967257965103072,0.606138045358608,0.1000075058659932,0.5959309441705702,0.0972474634822349,0.7482404840785959,0.1066830451694904,87.76377481631488,0.110040937054625,-0.03129099225216881,0.0919126740227158,0.4758896764157132,0.0915493677561876,0.6555961031223525,0.0829306634493503,0.495797655215803,0.0907189599222453,58.70319260051105,0.04792604040665714,-0.002498877369619932,0.0337524691571686,0.4605991462722265,0.0301515151052886,0.3828718347110182,0.0268114907828074,0.3893419031879741,0.0392845417517406,33.958090173288724,0.0749150665887365,-0.009261243885874341,0.0183664545739288,0.4982066228025177,0.0187232935075989,0.5153803206716763,0.0132455061132363,0.556441360755553,0.0200585912801873,75.2052916814096,0.10808462211730341,0.06267602439873224,0.099942721850209,0.3416443376465294,0.1040041121960113,0.3601639442726081,0.1012810761988547,0.3458599203514474,0.0987334380004322
2015-02-10,0.1066830451694904,0.0907189599222453,0.0392845417517406,0.0200585912801873,0.0987334380004322,0.7111900417907995,0.3221853029431383,0.4905827696186371,0.449444302197894,0.4556378672766676,74.36062022413967,0.11519590580562558,0.04484691690568119,0.0992949515682017,0.5710677533128479,0.0967257965103072,0.606138045358608,0.1000075058659932,0.5959309441705702,0.1156846653079064,86.97363059513314,0.11594656100723076,-0.028654278618037723,0.0884326773961574,0.3727727641210014,0.0919126740227158,0.4758896764157132,0.0915493677561876,0.6555961031223525,0.0927124989505634,58.72059711663371,0.04852358312643912,0.0008320340857721452,0.0296604748002005,0.3556849352608529,0.0337524691571686,0.4605991462722265,0.0301515151052886,0.3828718347110182,0.0373888129377777,36.53753941570286,0.0723393898633711,-0.010086990730442412,0.0179197651353419,0.4671706000544802,0.0183664545739288,0.4982066228025177,0.0187232935075989,0.5153803206716763,0.0180987103116725,70.8306156731209,0.1096156303471697,0.0627905749628449,0.1000779841893392,0.3569231072152359,0.099942721850209,0.3416443376465294,0.1040041121960113,0.3601639442726081,0.094749933136194
2015-02-11,0.1156846653079064,0.0927124989505634,0.0373888129377777,0.0180987103116725,0.094749933136194,0.762505119741987,0.3792669118608343,0.4261998595897731,0.5298781943193118,0.5890973539523507,74.0876993551193,0.12041040471669685,0.04462764564385706,0.1066830451694904,0.7111900417907995,0.0992949515682017,0.5710677533128479,0.0967257965103072,0.606138045358608,0.1205726238712592,85.18600724342154,0.12138116521088353,-0.025737656243445164,0.0907189599222453,0.3221853029431383,0.0884326773961574,0.3727727641210014,0.0919126740227158,0.4758896764157132,0.0945935986124997,50.35049865714895,0.04880288082124372,0.0038438676400852807,0.0392845417517406,0.4905827696186371,0.0296604748002005,0.3556849352608529,0.0337524691571686,0.4605991462722265,0.0443823174291091,29.39513771262655,0.06979059750567468,-0.010939702737816179,0.0200585912801873,0.449444302197894,0.0179197651353419,0.4671706000544802,0.0183664545739288,0.4982066228025177,0.0243886020766748,62.2427921534948,0.11041097496951217,0.06299752190839054,0.0987334380004322,0.4556378672766676,0.1000779841893392,0.3569231072152359,0.099942721850209,0.3416443376465294,0.0830847561568504
2015-02-12,0.1205726238712592,0.0945935986124997,0.0443823174291091,0.0243886020766748,0.0830847561568504,0.7662086351919211,0.3797437402539438,0.4978642280624221,0.4856459959809038,0.6948665681540547,74.91345350897817,0.12579482537633752,0.044874935532149156,0.1156846653079064,0.762505119741987,0.1066830451694904,0.7111900417907995,0.0992949515682017,0.5710677533128479,0.1224746809471155,85.1203871380116,0.12599511519093357,-0.02164041270980329,0.0927124989505634,0.3792669118608343,0.0907189599222453,0.3221853029431383,0.0884326773961574,0.3727727641210014,0.0988756862047237,51.94557486152475,0.05031247610633744,0.005937932626971905,0.0373888129377777,0.4261998595897731,0.0392845417517406,0.4905827696186371,0.0296604748002005,0.3556849352608529,0.0488266462158286,33.407622716977826,0.06756289105786432,-0.011155786967782355,0.0180987103116725,0.5298781943193118,0.0200585912801873,0.449444302197894,0.0179197651353419,0.4671706000544802,0.0311836293589902,51.47358175438852,0.10987215872817305,0.06479126105599134,0.094749933136194,0.5890973539523507,0.0987334380004322,0.4556378672766676,0.1000779841893392,0.3569231072152359,0.084152805160504
