Date,AAPL_Close,AMZN_Close,GOOGL_Close,MSFT_Close,TSLA_Close,AAPL_Volume,AMZN_Volume,GOOGL_Volume,MSFT_Volume,TSLA_Volume
2015-01-02,3.228332993957832,2.798865423487881,3.306115123116914,3.7101137927368404,2.7485948744576616,19.175949782558035,17.834844194338793,17.091900326797433,17.144635366437,18.08473238408376
2015-01-05,3.2009048701703344,2.7794091558216576,3.287589197663615,3.7011022712546096,2.7084500921434294,19.36513902334323,17.83160526688853,17.533511849932683,17.49620412393008,18.204109311376655
2015-01-06,3.2009951272523915,2.7577605553736095,3.263544610210919,3.686684167511476,2.7137229386906294,19.388380687295427,18.069419704066295,17.812903612473374,17.411394429026938,18.358044423150712
2015-01-07,3.214356809903477,2.7676389628032676,3.2607120509754215,3.6989951440863886,2.7122634832621513,18.893328380976886,17.782135397521245,17.663911976408876,17.18673318522211,17.611583868639112
2015-01-08,3.250571535633946,2.7740251752650096,3.264056956871902,3.7272813778483567,2.7108019581135254,19.28550132790657,17.9388960051604,18.10670946536612,17.204810815333374,17.759758730052926
2015-01-09,3.2516018786862806,2.7629486807853656,3.252242952351949,3.7190447388986274,2.6930944702544903,19.18520861422421,17.763826938376837,17.553180200057167,16.99123672306681,18.06435575305864
2015-01-12,3.227630042956125,2.745378122377714,3.245191622167983,3.706770176124152,2.6728144573229593,19.106819427270228,18.04129267016822,17.860979969905724,16.978954050221557,18.30700240872495
2015-01-13,3.2361206080663134,2.7560146571919026,3.2543143849469556,3.7017338364430787,2.682162438849506,19.407868244151125,18.231068687934755,17.925695676810246,17.378560342044373,18.022580960128142
2015-01-14,3.2324529755742493,2.751333154236042,3.2621957467732154,3.693283062616075,2.627996361868169,19.09273911553898,18.523002656728863,17.782021767615884,17.207317352420887,18.970410690440847
2015-01-15,3.206037802796757,2.7309525843773157,3.2585396049717006,3.6830470681552248,2.6240403657795106,19.296382791587305,18.297201527065365,17.74866865550411,17.304437977761708,18.175387450772334
2015-01-16,3.1985548549427003,2.7432242569590377,3.270769818469037,3.6992061227862045,2.6298243452272922,19.565072959457204,18.05775776448512,17.72067008350876,17.390529613436723,17.805383117091736
2015-01-20,3.222960260887572,2.739031946600695,3.2697892825700454,3.702365097098682,2.6243303399355393,19.111823922841644,17.93458026883281,17.661308308518976,17.40351666400905,18.028349029038452
2015-01-21,3.2302637537517436,2.7639578450647684,3.2893112080876445,3.6924338635050886,2.6465057149581885,19.08493244737202,19.120316830948095,17.6518613130086,17.48114955772051,17.947391739767752
2015-01-22,3.25494327270467,2.8043295955514744,3.320115227642055,3.71780327806366,2.670094429556902,19.187011474162038,18.490691772941013,17.84207581560057,17.396192169456928,17.93866122822146
2015-01-23,3.2598921608544926,2.8105767143792213,3.328422178266623,3.7188379049085416,2.6685699073451086,19.040499961149546,18.31451991924378,17.643412572482223,17.08171265698996,17.758625190257828
2015-01-26,3.2609127304990544,2.8023295347147434,3.319074259056908,3.715315816009133,2.692598127536089,19.220257872623346,17.964879793479458,17.24730183704004,17.565614477481915,17.697435136179507
2015-01-27,3.2266625831532756,2.793463055601007,3.2907900942659754,3.6206967072573546,2.6900220224052562,19.7616502822907,17.882929199368647,17.482859919071934,18.946379222452485,17.546371358290504
2015-01-28,3.279529455914599,2.784733448956143,3.2744756364127188,3.586585592579901,2.659653283499526,20.18867402303656,17.930898823434326,17.394072815683145,18.252346124299574,17.670836240880583
2015-01-29,3.309050604275023,2.808739809933212,3.275976681747146,3.6057566306037,2.6864860439749103,19.637803510293413,18.969564873077413,18.18518624523447,17.96789288524665,17.789973026798926
2015-01-30,3.2948511287923403,2.929939609374106,3.3205637034591065,3.5677610009678165,2.679193337121476,19.629587359987713,19.983282783445333,18.612193275705,18.17228221601327,17.62450368524337
2015-02-02,3.306860613792758,2.956133452427875,3.3109243268778425,3.5887077466728368,2.7122192912230423,19.34078978081304,19.136753127373368,18.13802602648108,17.73455884818916,17.946476319709376
2015-02-03,3.3070228342998256,2.953737704916399,3.3129138612797044,3.5962169996622624,2.7445321025524976,19.151426173143104,18.6378223274391,17.66697646054653,17.768337656952454,18.097620181412257
2015-02-04,3.3143845572918584,2.956861459506026,3.2998191700776363,3.6018122422692276,2.745345966245664,19.45243645263705,18.23913489821678,17.33880760079054,17.543966455221305,17.71911827396009
2015-02-05,3.3212387951214257,2.980339407396962,3.306624361932643,3.6158944116305687,2.755739249380229,18.945319333931717,18.791913217996917,17.317337311050625,17.414142522702466,17.782845292047295
2015-02-06,3.3130890592536892,2.9813290788476037,3.3139611896973893,3.6149770583386474,2.7402377356918346,18.97930404525011,18.170268778329508,17.57526779600104,17.35984392264971,17.700337089255342
2015-02-09,3.319469251054899,2.9718493268396187,3.3056238831450564,3.6138287194431697,2.740754004955073,18.86253693095681,17.813564478219405,17.227120242961796,17.261716390695724,17.768406775801015
2015-02-10,3.3378167050463046,2.9780773189020526,3.325232609222239,3.6193271643147567,2.735622141386834,19.32907639553825,17.63857121540502,17.674765518937466,17.205670618546716,18.208198916430955
2015-02-11,3.360171160776115,2.9835078573866216,3.3213701228932475,3.614288747570964,2.720417900985614,19.49993079173996,17.836029177489376,17.461117125950313,17.459980888371053,18.802785108971413
2015-02-12,3.372309825997867,2.988632103244037,3.3356191627825758,3.6304586560983414,2.675894256315573,19.512261707355524,17.837678632796482,17.698928326962452,17.32013060887216,19.274006120880536
2015-02-13,3.3770333591001296,3.0002968066351143,3.3446743393741905,3.647927155350973,2.679970785494091,19.195817048994734,18.056866101487465,17.673752988812833,17.510990704497722,18.3466573943719
2015-02-17,3.3827174456608073,2.9842414883163304,3.3338512390306305,3.6483743471440033,2.6826184021627313,19.347355775867776,18.112306061887605,17.483523844923962,17.33288082041968,17.904742087551654
2015-02-18,3.3894206839783285,2.9790184170039464,3.3296666987996795,3.6472561913157002,2.6831197869798147,19.006057847079642,17.78602887984636,17.25477417252119,17.115475963881273,17.52183695024954
2015-02-19,3.387391800324551,2.993229181578451,3.336395967898429,3.6465850752478044,2.715621487799704,18.82246977690143,17.894335325455685,17.244128567634153,17.133449547733527,18.163353286449016
2015-02-20,3.3952589926547736,3.0048406938907903,3.3281552643570835,3.6546125455550516,2.7391611946481245,19.09257160621918,17.992356357044958,17.45923575622583,17.207367822888084,18.312332447095994
2015-02-23,3.4210445875641122,2.996082210792934,3.315980768740969,3.6610330244562035,2.696157571414368,19.4641199443639,17.58919063673806,17.309165600318327,17.297328972345486,18.66360340071749
2015-02-24,3.4149894914516117,2.9922010751969292,3.3225341021347057,3.6597080375374933,2.6815236754455,19.43921177225935,17.46398462347399,17.16211098362704,17.04519579011835,18.411175724033566
2015-02-25,3.3899460696052217,3.0090679258728805,3.337947905650896,3.657495718804151,2.6799250122659024,19.515441628810507,17.966392986897144,17.52507462775924,17.208669081078853,17.886970264701393
2015-02-26,3.4021015646437487,3.0076608331108736,3.358804538534964,3.659044934277471,2.6954826858702146,19.715818788768992,17.799705395292808,17.805087040115037,17.18133292362482,18.391185000022602
