Date,AAPL_Close,AMZN_Close,GOOGL_Close,MSFT_Close,TSLA_Close,AAPL_Volume,AMZN_Volume,GOOGL_Volume,MSFT_Volume,TSLA_Volume
2015-01-02,0.06259649748189511,0.024930657553667634,0.02990157798863935,0.0553734519374105,0.10213228884246162,0.6651993956256028,0.37892435416368375,0.31493643453590625,0.4301399190631221,0.4279248456232736
2015-01-05,0.05155182905298483,0.017788303430179786,0.020808955336866664,0.051868083019258826,0.09161437203750933,0.7220212325478252,0.3779880374506117,0.44801599841278605,0.541334970419058,0.4547199236747126
2015-01-06,0.05158817348370137,0.009841148645385989,0.009007744051846789,0.046259621360533965,0.09299585571014768,0.7290017248496694,0.4467359904562427,0.5322106626410577,0.5145111466882994,0.4892718545074013
2015-01-07,0.05696861276117149,0.013467490822061334,0.007617508927987515,0.05104843695875294,0.09261347897542993,0.5803157779065193,0.36368717205817713,0.48731205626412777,0.4434547231292232,0.32172298828985113
2015-01-08,0.07155144172300054,0.01581185571732724,0.009259206515460638,0.062051427390090064,0.09223055997486673,0.6981025354581663,0.4090038946886674,0.6207490107571836,0.44917236147385164,0.3549819862124819
2015-01-09,0.0719663369403778,0.011745698354689083,0.0034608303222143366,0.05884747806573354,0.08759120528443154,0.6679802293603441,0.3583945199223253,0.45394305266662727,0.38162261010453147,0.4233511526063305
2015-01-12,0.06231343543959933,0.005295584054876956,0.0,0.054072826979522315,0.08227785006064259,0.6444365141940995,0.4386049617955772,0.5466984654829385,0.37773781542722595,0.4778150781314663
2015-01-13,0.06573238881543508,0.009200233168110028,0.0044775004466004464,0.05211375396237439,0.08472701745731293,0.7348546939353922,0.49346585630576634,0.566200533702748,0.5041262990292363,0.4139744760362509
2015-01-14,0.06425551839193178,0.007481663475580547,0.008345714709305785,0.048826508854440176,0.07053552709423372,0.6402075782689565,0.5778588099278483,0.5229044234918367,0.44996513533168514,0.6267222169869919
2015-01-15,0.05361874180888426,0.0,0.006551260885859778,0.0448448352935229,0.06949905771159925,0.701370716841927,0.512583691920101,0.5128534683395367,0.4806826911221931,0.44827307909487946
2015-01-16,0.05060553250010358,0.004504904680064259,0.01255391465677258,0.051130505028854634,0.07101445799841943,0.782070173311773,0.4433647297212113,0.5044161030193042,0.5079119703063313,0.3652227340644898
