Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,24.237550735473633,15.425999641418457,26.27894401550293,39.858455657958984,14.620667457580566,24.70532029541843,15.737500190734863,26.58910055297391,40.42104281785247,14.883333206176758,23.79860048379208,15.347999572753906,26.196068386511584,39.67092877243913,14.21733283996582,24.69423503534699,15.628999710083008,26.430298664187116,39.77321646014696,14.857999801635742,212818400,55664000,26480000,27913900,71466000
2015-01-05,23.554738998413086,15.10949993133545,25.778228759765625,39.491912841796875,14.005999565124512,24.0867993234754,15.418999671936035,26.20153076596937,39.83287278400683,14.433333396911621,23.368518814896508,15.042499542236328,25.69337110318611,39.42371890235528,13.810667037963867,24.006990190147395,15.350500106811523,26.159845904552313,39.526006559851666,14.303333282470703,257142000,55484000,41182000,39673900,80527500
2015-01-06,23.556955337524414,14.76449966430664,25.14203643798828,38.91228485107422,14.085332870483398,23.816334163580667,15.149999618530273,25.865071897808562,39.84992893716437,14.279999732971191,23.195596863475707,14.619000434875488,25.087944557186944,38.81851979213187,13.61400032043457,23.619028729260297,15.112000465393066,25.829838535819537,39.534540035721925,14.003999710083008,263188400,70380000,54456000,36447900,93928500
2015-01-07,23.887279510498047,14.920999526977539,25.068092346191406,39.406681060791016,14.063332557678223,23.98704009408535,15.064000129699707,25.382714585800812,39.60273381213821,14.3186674118042,23.654502560296518,14.766500473022461,24.993655911052315,38.775903208920376,13.985333442687988,23.765348404892794,14.875,25.355918529256122,39.19357981997882,14.223333358764648,160423600,52806000,46918000,29114100,44526000
2015-01-08,24.805084228515625,15.02299976348877,25.155433654785156,40.56595230102539,14.041333198547363,24.862724544218292,15.156999588012695,25.184711493728862,40.70233696497748,14.25333309173584,24.097887162827078,14.805500030517578,24.56539035849883,39.82436089401504,14.000666618347168,24.215385184821525,15.015999794006348,24.887457945151546,39.849932002360156,14.187333106994629,237458000,61768000,73054000,29645200,51637500
2015-01-09,24.83168601989746,14.846500396728516,24.848251342773438,40.22499465942383,13.77733325958252,25.106583234710648,15.143500328063965,25.239297689143015,40.762010771690115,13.998666763305664,24.432640311803063,14.833999633789062,24.745529031241983,39.97779965684682,13.663999557495117,24.97800165194986,15.074000358581543,25.218455261522696,40.5830064848238,13.928000450134277,214798000,51848000,42000000,23944200,70024500
2015-01-12,24.219816207885742,14.570500373840332,24.666627883911133,39.722068786621094,13.480667114257812,24.969133482585438,14.92549991607666,24.826419847589236,40.52333150893356,13.631333351135254,24.120055627743543,14.46399974822998,24.36143299477217,39.51749342255559,13.283332824707031,24.962483002759065,14.878000259399414,24.774809750376154,40.42104057523402,13.536666870117188,198603200,68428000,57138000,23651900,89254500
2015-01-13,24.434858322143555,14.737000465393066,24.9018497467041,39.517494201660156,13.616666793823242,25.006823287798543,15.074999809265137,25.239300231443412,40.838721230493306,13.840666770935059,24.14444274972402,14.661499977111816,24.676552735965288,39.261773365703235,13.394000053405762,24.70310506385616,14.87399959564209,24.940060867856943,40.037461744050454,13.554667472839355,268367600,82728000,60958000,35270600,67159500
2015-01-14,24.34174346923828,14.66349983215332,25.10679817199707,39.17653274536133,12.845999717712402,24.494709555233538,14.795499801635742,25.222425374457995,39.41520835482416,13.013333320617676,24.053543652156318,14.324999809265137,24.7212132549497,38.886714917323395,12.333333015441895,24.173257344265455,14.596500396728516,24.83336482637398,39.17653274536133,12.388667106628418,195826400,110774000,52800000,29719600,173278500
2015-01-15,23.681100845336914,14.34749984741211,25.01152229309082,38.76738357543945,12.791333198547363,24.39938128317444,14.800000190734863,25.296368842329816,39.53454946645549,13.050000190734863,23.645631062558422,14.340999603271484,24.91227181306124,38.7077154785457,12.666666984558105,24.386080326054127,14.699999809265137,25.25369202564846,39.39816478046013,12.965999603271484,240056000,88384000,51068000,32750800,78247500
2015-01-16,23.497102737426758,14.536999702453613,25.331602096557617,39.41520690917969,12.871333122253418,23.849593418861012,14.53950023651123,25.350954698690078,39.44930063642363,12.965999603271484,23.321966091998515,14.262499809265137,24.965863850974774,38.50313060748315,12.643333435058594,23.7276623076852,14.314000129699707,24.968841611236375,38.622470033671014,12.713333129882812,314053200,69564000,49658000,35695300,54048000
2015-01-20,24.102319717407227,14.472000122070312,25.305795669555664,39.5430793762207,12.795332908630371,24.157742637400762,14.668000221252441,25.58717034639147,39.76470656411074,12.941332817077637,23.610163917244932,14.319499969482422,25.27750978712287,38.84410732518536,12.469332695007324,23.907229956551088,14.629500389099121,25.446235019043122,39.46636277297692,12.924667358398438,199599600,61502000,46796000,36161900,67548000
2015-01-21,24.286325454711914,14.862500190734863,25.82438087463379,39.14242935180664,13.104666709899902,24.62107869073436,15.300000190734863,25.896833403261784,39.329959460301005,13.245332717895508,24.00255866913812,14.36299991607666,25.288429418122846,38.76737238648438,12.633999824523926,24.153309086853763,14.482000350952148,25.35046073153131,39.15947783909399,12.636667251586914,194303600,201302000,46356000,39081100,62295000
2015-01-22,24.91814422607422,15.515999794006348,26.663537979125977,40.17384719848633,13.441332817077637,24.933662575431267,15.612500190734863,26.739960219628923,40.18236981746391,13.549332618713379,24.324010478532255,15.0,25.899809658931048,39.278822629163,13.013333320617676,24.443724184160846,15.0,25.95389964352086,39.53454347016011,13.133333206176758,215185600,107252000,56068000,35898000,61753500
2015-01-23,25.046728134155273,15.619500160217285,26.89429473876953,40.216468811035156,13.419333457946777,25.21742999298039,15.846500396728516,27.065997738833858,40.395473083532245,13.566666603088379,24.72527416557457,15.38599967956543,26.586619969773757,39.89255399532584,13.222000122070312,24.89597771577307,15.404000282287598,26.69976539777804,40.36990197365183,13.352666854858398,185859200,89928000,45966000,26211600,51579000
2015-01-26,25.07332420349121,15.482999801635742,26.634756088256836,40.071556091308594,13.770000457763672,25.35265614411919,15.649999618530273,26.871964134717718,40.17384702860842,13.907999992370605,25.00681772616178,15.37600040435791,26.403999540318267,39.415207127802645,13.403332710266113,25.215206718108252,15.590999603271484,26.871964134717718,40.06303347236706,13.45533275604248,222460000,63394000,30932000,42525500,48517500
2015-01-27,24.1954288482666,15.337499618530273,25.86408042907715,36.363590240478516,13.732000350952148,24.935879909246182,15.51200008392334,26.439234974956925,36.82388963316384,13.868666648864746,24.171042629136025,15.131500244140625,25.84770369254656,35.89476823015076,13.553333282470703,24.922577258846545,15.3149995803833,26.370752161324912,36.610788423772455,13.628000259399414,382274800,58406000,39148000,169164000,41715000
2015-01-28,25.563270568847656,15.195500373840332,25.429363250732422,35.11056900024414,13.291333198547363,26.186225424812413,15.575499534606934,26.087391490349304,36.47441927057842,13.758000373840332,25.563270568847656,15.1899995803833,25.425393534652653,35.084997884790326,13.227999687194824,26.07759526899605,15.490500450134277,26.053150086223937,36.4317996609328,13.740667343139648,585908400,61276000,35822000,84507100,47244000
2015-01-29,26.35913848876953,15.58899974822998,25.469064712524414,35.80952453613281,13.680000305175781,26.42342927258917,15.640000343322754,25.566329384103877,35.90328958523435,13.732000350952148,25.61868747113395,14.966500282287598,24.985219351028377,34.769592882005796,13.100000381469727,25.787173604889798,15.236499786376953,25.4526879769496,34.888929034801826,13.404666900634766,337745600,173132000,79018000,63585300,53221500
2015-01-30,25.973398208618164,17.726499557495117,26.675947189331055,34.43716049194336,13.573332786560059,26.603001772030364,17.975000381469727,26.951366378927414,35.44299857003973,13.83133316040039,25.904672637239905,17.03700065612793,25.714709797352825,34.39453764408609,13.533332824707031,26.248295420011285,17.31599998474121,25.75540270339148,35.41742421099202,13.597332954406738,334982000,477122000,121108000,78004900,45105000
2015-02-02,26.299287796020508,18.223499298095703,26.410449981689453,35.18728256225586,14.062666893005371,26.419001526243655,18.25,26.623837830082405,35.26399915366585,14.130000114440918,25.733974932124823,17.500499725341797,25.890379335094725,34.29225783025097,13.553333282470703,26.170707885520308,17.502500534057617,26.515654079262152,34.59912419589093,13.597999572753906,250956400,204638000,75378000,50352500,62238000
2015-02-03,26.3037166595459,18.177499771118164,26.465038299560547,35.460044860839844,14.557332992553711,26.40125984300976,18.391000747680664,26.67098080454053,35.74134005705573,14.691332817077637,26.07315712262307,18.010499954223633,26.142970716833847,34.99122278548022,14.084667205810547,26.270462571181156,18.01449966430664,26.29829697662218,35.485619220647465,14.214667320251465,207662800,124252000,47062000,52082400,72393000
2015-02-04,26.505460739135742,18.237499237060547,26.107736587524414,35.66461944580078,14.569999694824219,26.716068881898618,18.375,26.636242637507667,35.98000833329835,14.76533317565918,26.228346097111075,17.911500930786133,26.05463666846763,35.25546550350668,14.453332901000977,26.27046806393836,17.91900062561035,26.4570961940132,35.74985863107045,14.552666664123535,280598800,83398000,33896000,41614800,49581000
2015-02-05,26.694637298583984,18.694499969482422,26.29283905029297,36.18458938598633,14.732666969299316,26.75918181333036,18.940000534057617,26.33551586305348,36.346545149656606,15.031999588012695,26.541065808392663,18.295000076293945,26.08490884993802,35.68167035476453,14.642666816711426,26.712441335234317,18.299999237060547,26.198550251057004,35.988536645227555,14.658666610717773,168984800,144952000,33176000,36548200,52843500
2015-02-06,26.469850540161133,18.714000701904297,26.493818283081055,36.15049362182617,14.490667343139648,26.763638436784344,18.79949951171875,26.808440496356397,36.47440841170149,14.893333435058594,26.363017805912374,18.550500869750977,26.23427989799894,35.92886976664841,14.433333396911621,26.712447362487318,18.743499755859375,26.351395030138676,36.38064334739546,14.800000190734863,174826400,77848000,42938000,34616600,48658500
2015-02-09,26.645673751831055,18.527999877929688,26.265546798706055,36.10785675048828,14.498666763305664,26.672380657208517,18.720500946044922,26.493821571229567,36.431771385399415,14.528667449951172,26.358562632684485,18.360000610351562,26.17969529680108,35.97999476912025,14.13266658782959,26.385271236110356,18.549999237060547,26.353878190084156,36.00556911639302,14.358667373657227,155559200,54492000,30314000,31381100,52086000
2015-02-10,27.157583236694336,18.649999618530273,26.805465698242188,36.31245422363281,14.419333457946777,27.18651798938479,18.71500015258789,26.847150557367968,36.45736477457328,14.699999809265137,26.74361080930796,18.425500869750977,26.26008689830117,35.95444565954563,14.333333015441895,26.74583525332348,18.559499740600586,26.40796970983827,36.43179366332912,14.50333309173584,248034000,45744000,47430000,29670700,80857500
2015-02-11,27.794118881225586,18.756999969482422,26.698274612426758,36.12493133544922,14.186667442321777,27.803021749787224,18.854999542236328,26.894293773076562,36.355081117219534,14.315999984741211,27.264410937172286,18.55500030517578,26.59902414091422,35.98002076840823,13.8186674118042,27.32450317740265,18.561500549316406,26.784126109376253,36.355081117219534,14.147333145141602,294247200,55730000,38306000,38262500,146536500
2015-02-12,28.145771026611328,18.85849952697754,27.095773696899414,36.73011779785156,13.525333404541016,28.372789901407252,18.925500869750977,27.211399015379424,36.73011779785156,13.53933334350586,27.947686895532566,18.657499313354492,26.648651523608574,36.235721522563345,12.885333061218262,28.056744050182502,18.7549991607666,26.780653577630602,36.36358352525259,12.904666900634766,297898000,55822000,48590000,33268800,234744000
2015-02-13,28.283767700195312,19.09149932861328,27.351341247558594,37.394996643066406,13.584667205810547,28.328280346900737,19.149999618530273,27.419824054184307,37.394996643066406,13.732666969299316,27.965497351910535,18.850500106811523,27.12505039897322,36.78126741498026,13.394000053405762,28.328280346900737,18.920499801635742,27.17020899450773,36.97732012341977,13.526666641235352,217088800,69502000,47382000,40264900,92865000
2015-02-17,28.450693130493164,18.771499633789062,27.046146392822266,37.41217041015625,13.623332977294922,28.684388774580885,18.999500274658203,27.442650409408948,37.772726683867525,13.713333129882812,28.248156679210652,18.633499145507812,26.959302939823672,37.07736394552937,13.433333396911621,28.37501959221719,18.88599967956543,27.3513412625548,37.746973599975924,13.713333129882812,252609600,73464000,39174000,33695700,59694000
2015-02-18,28.648771286010742,18.668500900268555,26.929031372070312,37.36924362182617,13.630666732788086,28.66212473782531,18.836999893188477,27.172194934591545,37.51518540269189,13.744667053222656,28.36611077024827,18.642499923706055,26.775194938373996,37.24905819923508,13.506667137145996,28.406172823740263,18.68899917602539,26.98709296463159,37.455092691396345,13.611332893371582,179566800,53012000,31164000,27111700,40704000
2015-02-19,28.58867835998535,18.950000762939453,27.11760711669922,37.343502044677734,14.11400032043457,28.71776739221714,19.0939998626709,27.137953567668845,37.36925513608028,14.162667274475098,28.56197145541902,18.671499252319336,26.834744500697806,36.957189299598745,13.583333015441895,28.595355086126933,18.67449951171875,26.92010002058703,37.068791487023375,13.666666984558105,149449600,59076000,30834000,27603400,77311500
2015-02-20,28.822376251220703,19.183000564575195,26.886850357055664,37.65254211425781,14.473999977111816,28.822376251220703,19.184999465942383,27.173682686766238,37.669711928844485,14.506667137145996,28.49965534307122,18.79199981689453,26.703238214977,37.16321386036313,13.987333297729492,28.626516545928553,18.930999755859375,27.173682686766238,37.35207527120197,14.052000045776367,195793600,65160000,38234000,29721100,89731500
2015-02-23,29.601364135742188,19.006999969482422,26.549400329589844,37.90150833129883,13.822667121887207,29.601364135742188,19.226999282836914,26.76278818461709,37.93584469365321,14.546667098999023,28.857992347697483,18.899999618530273,26.400525566163825,37.47227269119265,13.755332946777344,28.938116476690762,19.172000885009766,26.747901276188085,37.515195600241654,14.37733268737793,283896400,43540000,32906000,32518800,127497000
2015-02-24,29.416629791259766,18.929500579833984,26.730533599853516,37.849998474121094,13.607333183288574,29.73490182419154,19.02400016784668,26.767750872338546,38.03027665509974,13.81933307647705,29.194063171007127,18.808000564575195,26.350900383097613,37.70405665513266,13.446666717529297,29.58800703976149,18.9325008392334,26.3781943116169,37.90150792931843,13.81933307647705,276912400,38416000,28406000,25271700,99054000
2015-02-25,28.664352416992188,19.26849937438965,27.161277770996094,37.76414489746094,13.583999633789062,29.289767448381888,19.392499923706055,27.272437391445322,37.84999069700958,13.809332847595215,28.521909921395615,18.82699966430664,26.69877083454283,37.60103329358825,13.505332946777344,29.280862882102554,18.863500595092773,26.7201111342929,37.72980526771855,13.662667274475098,298846800,63490000,40836000,29759800,58642500
2015-02-26,29.027137756347656,19.239999771118164,27.75479507446289,37.82424545288086,13.812666893005371,29.127292054691086,19.4685001373291,27.79647993538524,37.97018399732733,14.072667121887207,28.179159489691134,19.163999557495117,27.050118369011518,37.67830363362637,13.481332778930664,28.664353084202308,19.203500747680664,27.082375863567233,37.76415272577842,13.600000381469727,365150000,53742000,54032000,28957300,97093500
