Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,19910.537109375,21075.142578125,19907.828125,20976.298828125,38967784639,0.0844390019774437,0.09187000244855881,0.08436200022697449,0.08732300251722336,1101070507,1451.428466796875,1563.7391357421875,1450.9884033203125,1550.7069091796875,15444626014,18.287506103515625,24.565017700195312,18.26682472229004,24.24945831298828,3399684035,293.71966552734375,314.00335693359375,293.6006164550781,305.2411193847656,1087358891
2023-01-15,20977.484375,20993.748046875,20606.986328125,20880.798828125,19298407543,0.08733399957418442,0.08768600225448608,0.08313000202178955,0.08613099902868271,501123418,1550.7315673828125,1556.9508056640625,1520.893798828125,1552.4794921875,6774614499,24.259122848510742,24.651987075805664,22.11684799194336,22.873306274414062,1661787281,305.3287353515625,305.76385498046875,292.9245910644531,302.0706481933594,562889882
2023-01-16,20882.224609375,21360.875,20715.74609375,21169.6328125,26792494050,0.08612699806690216,0.08790399879217148,0.08230800181627274,0.08363600075244904,537067710,1552.519287109375,1594.039794921875,1529.5736083984375,1576.83349609375,8454485431,22.875085830688477,24.752788543701172,22.585596084594727,23.577564239501953,1596086615,302.0799865722656,307.5973815917969,294.18194580078125,298.9992370605469,602126315
2023-01-17,21175.833984375,21438.66015625,20978.533203125,21161.51953125,24999983362,0.08365199714899063,0.08472000062465668,0.08275599777698517,0.08298200368881226,366437449,1577.107421875,1594.0009765625,1553.3359375,1567.8460693359375,7599462786,23.58060073852539,23.80280113220215,22.882892608642578,22.884063720703125,926501252,299.0591125488281,304.78814697265625,296.97479248046875,299.82452392578125,529752305
2023-01-18,21161.05078125,21564.501953125,20541.544921875,20688.78125,30005625418,0.08297800272703171,0.08945800364017487,0.08017399907112122,0.0801910012960434,1094371447,1567.698974609375,1602.106689453125,1509.4228515625,1515.5069580078125,10354880595,22.886484146118164,23.482633590698242,20.693498611450195,20.85063362121582,1427677518,299.8314514160156,304.8897705078125,282.63104248046875,286.9910583496094,844268123
2023-01-19,20686.74609375,21163.01171875,20685.380859375,21086.79296875,21152848261,0.08017099648714066,0.08205199986696243,0.08013200014829636,0.08166000247001648,337970684,1515.2496337890625,1557.9703369140625,1514.3800048828125,1552.5565185546875,6432638856,20.850828170776367,21.765443801879883,20.528949737548828,21.42676544189453,799641392,286.885498046875,295.1185302734375,286.8704528808594,294.8522033691406,431382130
2023-01-20,21085.373046875,22692.357421875,20919.126953125,22676.552734375,28799154319,0.08164899796247482,0.08675999939441681,0.08076699823141098,0.0864029973745346,444441989,1552.3736572265625,1659.8857421875,1544.9178466796875,1659.754150390625,8528894754,21.426406860351562,25.678333282470703,21.00454330444336,25.54827117919922,1419157455,294.84552001953125,305.02093505859375,287.2264404296875,304.9731750488281,669836014
2023-01-21,22677.427734375,23282.34765625,22511.833984375,22777.625,32442278429,0.08640799671411514,0.08870600163936615,0.08476100116968155,0.0847650021314621,716057148,1659.7060546875,1674.1793212890625,1626.81298828125,1627.1181640625,8859250310,25.551525115966797,26.410499572753906,24.614994049072266,24.627838134765625,1948796870,305.0204772949219,309.6165771484375,299.0642395019531,299.26116943359375,755028964
2023-01-22,22777.986328125,23056.73046875,22387.900390625,22720.416015625,24746386230,0.08477099984884262,0.09289199858903885,0.08477099984884262,0.08830399811267853,794717541,1627.365966796875,1658.0234375,1612.085693359375,1628.382080078125,7517988734,24.624042510986328,25.389249801635742,23.756322860717773,24.232789993286133,1029738787,299.2391052246094,310.6024169921875,299.10357666015625,303.04644775390625,571771274
2023-01-23,22721.087890625,23126.486328125,22654.3046875,22934.431640625,26518700512,0.08831000328063965,0.09115000069141388,0.0873270034790039,0.08860500156879425,661273714,1628.55078125,1641.2181396484375,1607.903076171875,1628.2510986328125,8264507375,24.23154640197754,24.885982513427734,23.973735809326172,24.357807159423828,874649827,303.02032470703125,307.42926025390625,302.3316955566406,305.50408935546875,520678637
2023-01-24,22929.626953125,23134.01171875,22549.744140625,22636.46875,26405069715,0.08857700228691101,0.09059199690818787,0.08365999907255173,0.0839499980211258,559881331,1627.8482666015625,1639.723876953125,1551.3897705078125,1556.604248046875,8180274691,24.352102279663086,25.167665481567383,22.647783279418945,22.795673370361328,837211317,305.3908996582031,322.7462158203125,299.6996154785156,300.6123352050781,887528741
2023-01-25,22639.267578125,23722.099609375,22406.076171875,23117.859375,30685366709,0.08396600186824799,0.08788000047206879,0.08244600147008896,0.08659400045871735,542521010,1556.8074951171875,1632.24169921875,1530.7978515625,1611.7110595703125,10598973448,22.79620361328125,25.21659278869629,22.39700698852539,24.57144546508789,1166026842,300.6381530761719,313.20074462890625,294.71466064453125,307.3076477050781,667706772
2023-01-26,23108.955078125,23237.078125,22911.373046875,23032.77734375,26357839322,0.08656899631023407,0.08735799789428711,0.085548996925354,0.08637300133705139,424196515,1611.0809326171875,1626.1982421875,1586.59814453125,1603.10595703125,8395315241,24.561397552490234,25.12034797668457,23.95353889465332,24.350696563720703,809826004,307.0964050292969,309.2630920410156,302.3926696777344,304.8665466308594,540954388
2023-01-27,23030.716796875,23417.720703125,22654.59375,23078.728515625,25383335641,0.0863649994134903,0.08774600178003311,0.08452499657869339,0.08712299913167953,400056534,1603.080078125,1617.0008544921875,1565.2449951171875,1598.156494140625,8124465373,24.350980758666992,24.861764907836914,23.49876594543457,24.40785789489746,682926581,304.87445068359375,309.89447021484375,300.3205871582031,308.12310791015625,484897937
2023-01-28,23079.96484375,23165.896484375,22908.845703125,23031.08984375,14712928379,0.08712399750947952,0.09296900033950806,0.08712399750947952,0.08778800070285797,642333816,1598.1253662109375,1604.7041015625,1565.39013671875,1572.43505859375,5803653357,24.410602569580078,25.017385482788086,23.841827392578125,23.981801986694336,489857934,308.1571350097656,313.0773620605469,304.09332275390625,306.24432373046875,434715822
2023-01-29,23031.44921875,23919.890625,22985.0703125,23774.56640625,27423687259,0.08778300136327744,0.09085900336503983,0.08754400163888931,0.09023299813270569,458157342,1572.6295166015625,1653.7249755859375,1568.98486328125,1646.1556396484375,8801292300,23.98078727722168,26.65280532836914,23.827844619750977,26.132387161254883,1131621628,306.2362976074219,320.1185607910156,305.1980895996094,317.3362121582031,664644693
2023-01-30,23774.6484375,23789.34765625,22657.58203125,22840.138671875,27205595568,0.09022100269794464,0.09183699637651443,0.08539900183677673,0.0883369967341423,787132771,1646.147705078125,1646.651611328125,1546.6607666015625,1567.3265380859375,9180418120,26.13530158996582,26.24931526184082,23.48917579650879,23.946321487426758,1084170329,317.3753967285156,320.25482177734375,303.58074951171875,307.0688781738281,630938594
2023-01-31,22840.796875,23225.021484375,22765.568359375,23139.283203125,22837828665,0.0883290022611618,0.09733500331640244,0.0883290022611618,0.09616699814796448,1542889216,1567.419921875,1598.517578125,1563.8043212890625,1586.535400390625,6585191019,23.949321746826172,24.34128761291504,23.592248916625977,23.952547073364258,617019880,307.0965576171875,313.8247985839844,305.6813659667969,312.3610534667969,487472184
2023-02-01,23137.8359375,23764.5390625,22877.75,23723.76953125,26683255504,0.0961569994688034,0.09659899771213531,0.08875200152397156,0.09417100250720978,1110308356,1586.4881591796875,1644.7275390625,1566.8572998046875,1641.792724609375,8116969489,23.948514938354492,25.126235961914062,22.64312171936035,24.993358612060547,984317489,312.2771301269531,319.2076721191406,306.1482849121094,317.47259521484375,616638893
2023-02-02,23720.82421875,24167.2109375,23468.595703125,23471.87109375,32066936882,0.09414499998092651,0.09575299918651581,0.09095700085163116,0.09097900241613388,776556390,1641.365966796875,1704.4581298828125,1641.3226318359375,1643.2415771484375,10558081069,24.988786697387695,26.037151336669922,24.25430679321289,24.265058517456055,1017290364,317.34619140625,333.49554443359375,316.7110595703125,323.34979248046875,909077028
2023-02-03,23469.412109375,23678.103515625,23279.955078125,23449.322265625,27083066007,0.09098400175571442,0.09320899844169617,0.0906670019030571,0.09298700094223022,548668917,1642.9046630859375,1670.6968994140625,1634.223388671875,1664.74560546875,8169519805,24.26081085205078,25.003572463989258,24.118974685668945,24.680896759033203,643813200,323.2913513183594,334.545166015625,318.9032287597656,332.2686767578125,861598551
2023-02-04,23446.3203125,23556.94921875,23291.794921875,23331.84765625,15639298538,0.09297499805688858,0.09952999651432037,0.0926629975438118,0.09578199684619904,1071858301,1664.4722900390625,1690.099609375,1648.189208984375,1667.0592041015625,5843302512,24.679983139038086,24.892578125,24.317745208740234,24.317745208740234,321758043,332.24969482421875,333.8709411621094,327.7414245605469,330.6170959472656,440935963
2023-02-05,23332.248046875,23423.435546875,22841.759765625,22955.666015625,19564262605,0.09574700146913528,0.09672600030899048,0.09096600115299225,0.09209500253200531,753364305,1667.16650390625,1671.770263671875,1616.391845703125,1631.6458740234375,6926696531,24.319520950317383,24.42566680908203,23.1168270111084,23.493438720703125,578466008,330.5582580566406,337.3205261230469,324.8794860839844,327.8693542480469,662969265
2023-02-06,22954.021484375,23119.279296875,22692.025390625,22760.109375,23825006542,0.0921040028333664,0.09309700131416321,0.08906199783086777,0.0895489975810051,488311044,1631.645263671875,1653.7154541015625,1611.319091796875,1616.2470703125,6919871886,23.493684768676758,23.68735694885254,22.603904724121094,22.706388473510742,449884793,327.8618469238281,330.9574279785156,321.9461364746094,324.6271667480469,521894604
2023-02-07,22757.267578125,23310.974609375,22756.2578125,23264.291015625,27187964471,0.08953700214624405,0.09263399988412857,0.0895180031657219,0.09257599711418152,512569389,1616.0096435546875,1673.7978515625,1614.863037109375,1672.0035400390625,8030277434,22.69782257080078,23.899799346923828,22.607053756713867,23.861356735229492,625438600,324.5574035644531,333.5267333984375,324.2054748535156,333.2278747558594,521804212
2023-02-08,23263.416015625,23367.958984375,22731.09765625,22939.3984375,25371367758,0.09256400167942047,0.09313800185918808,0.08916900306940079,0.09015599638223648,462925887,1671.9052734375,1688.5272216796875,1635.2650146484375,1650.716796875,7806089579,23.860729217529297,24.148073196411133,22.881855010986328,23.192670822143555,534148944,333.2173156738281,334.7283935546875,324.49053955078125,328.0886535644531,515127902
2023-02-09,22946.56640625,22996.4375,21773.974609375,21819.0390625,32572572185,0.09016299992799759,0.09075800329446793,0.08017200231552124,0.0814799964427948,819008026,1651.082275390625,1655.23486328125,1537.1822509765625,1546.438232421875,10524969124,23.198091506958008,23.27908706665039,20.203577041625977,20.45212745666504,797436250,328.1722106933594,329.0126037597656,303.3585510253906,305.9604187011719,778492045
2023-02-10,21819.005859375,21941.185546875,21539.392578125,21651.18359375,27078406594,0.08147899806499481,0.08287999778985977,0.08041500300168991,0.08109000325202942,516764147,1546.5965576171875,1553.32568359375,1504.83447265625,1514.869140625,8397387897,20.453590393066406,21.117727279663086,19.84334373474121,20.130109786987305,654189930,306.00726318359375,309.0569152832031,303.0165710449219,305.9541320800781,492880078
2023-02-11,21651.841796875,21891.41015625,21618.44921875,21870.875,16356226232,0.08106599748134613,0.08251400291919708,0.08078800141811371,0.08237200230360031,244141279,1514.94189453125,1541.334716796875,1510.14697265625,1539.9267578125,5064007416,20.12839126586914,20.860679626464844,20.119468688964844,20.830095291137695,267159267,305.97991943359375,311.1468811035156,305.4541015625,310.61602783203125,348569462
2023-02-12,21870.90234375,22060.994140625,21682.828125,21788.203125,17821046406,0.08235500007867813,0.08541899919509888,0.08174200356006622,0.08214399963617325,448723137,1539.7760009765625,1545.55419921875,1501.4620361328125,1515.03369140625,5319698775,20.828874588012695,22.260618209838867,20.646625518798828,21.489978790283203,532943787,310.6056213378906,320.23486328125,306.5174865722656,312.9296569824219,520994815
2023-02-13,21787.0,21898.4140625,21460.087890625,21808.1015625,23918742607,0.08214399963617325,0.08620499819517136,0.07997799664735794,0.08215600252151489,752090969,1514.9169921875,1524.7314453125,1470.02392578125,1507.1658935546875,9363855114,21.486787796020508,21.52965545654297,19.870744705200195,20.79010009765625,693292656,312.9018249511719,315.123046875,283.6963806152344,294.475341796875,1322505522
2023-02-14,21801.822265625,22293.140625,21632.39453125,22220.8046875,26792596581,0.08214300125837326,0.08364800363779068,0.08127299696207047,0.08353400230407715,427664094,1506.9920654296875,1562.0343017578125,1497.1944580078125,1556.8751220703125,9249575045,20.78159523010254,22.245664596557617,20.711223602294922,21.824953079223633,865868623,294.47039794921875,301.1332702636719,290.1734924316406,296.120361328125,662196432
2023-02-15,22220.5859375,24307.841796875,22082.76953125,24307.841796875,32483312909,0.08353500068187714,0.0893549993634224,0.08283200114965439,0.08929099887609482,846713153,1556.76513671875,1674.289794921875,1545.689697265625,1673.7459716796875,10015035156,21.824722290039062,23.901153564453125,21.50210189819336,23.883901596069336,747616299,296.1449279785156,317.3873291015625,294.3832702636719,317.1692199707031,667519216
2023-02-16,24307.349609375,25134.1171875,23602.5234375,23623.474609375,39316664596,0.08928100019693375,0.09126199781894684,0.08496599644422531,0.0850439965724945,849757697,1673.867431640625,1732.8011474609375,1638.1455078125,1640.067626953125,12704861676,23.88418960571289,24.030553817749023,22.26426124572754,22.285951614379883,885086333,317.150390625,326.6348876953125,304.50274658203125,304.7637023925781,1036335164
2023-02-17,23621.283203125,24924.041015625,23460.755859375,24565.6015625,41358451255,0.08505500108003616,0.08841100335121155,0.08470699936151505,0.08776599913835526,447263733,1640.2801513671875,1716.7818603515625,1636.173828125,1694.7833251953125,9802443159,22.282129287719727,23.493309020996094,22.153913497924805,23.166757583618164,580803415,304.74273681640625,316.4135437011719,303.5519104003906,313.37799072265625,701575686
2023-02-18,24565.296875,24798.8359375,24468.373046875,24641.27734375,19625427158,0.08775900304317474,0.08982200175523758,0.08697400242090225,0.0889270007610321,397918582,1694.7418212890625,1705.30908203125,1683.670166015625,1691.8194580078125,5491437195,23.167396545410156,23.75763511657715,22.96770477294922,23.478591918945312,370892073,313.3858642578125,318.6784973144531,313.300537109375,316.6827087402344,467884011
2023-02-19,24640.02734375,25093.0546875,24327.642578125,24327.642578125,25555105670,0.08892600238323212,0.08973799645900726,0.08628600090742111,0.08696600049734116,505191212,1691.68017578125,1718.9476318359375,1673.9066162109375,1681.4361572265625,6959144003,23.476207733154297,25.52073097229004,23.268293380737305,24.84075164794922,993875671,316.6196594238281,318.42645263671875,311.3098449707031,311.93585205078125,522437732
2023-02-20,24336.623046875,25020.458984375,23927.91015625,24829.1484375,28987376573,0.0869939997792244,0.08862700313329697,0.08585300296545029,0.08820799738168716,449906814,1682.3370361328125,1716.4893798828125,1659.2950439453125,1702.6751708984375,7703604237,24.84637451171875,26.925580978393555,24.342071533203125,26.181386947631836,1459545676,312.0279235839844,319.30078125,309.4282531738281,315.37744140625,676396150
2023-02-21,24833.048828125,25126.8515625,24200.36328125,24436.353515625,31252098714,0.08822300285100937,0.08870700001716614,0.08484499901533127,0.08541300147771835,483249308,1702.7978515625,1714.28564453125,1642.396728515625,1658.036376953125,8721608198,26.18273162841797,26.424297332763672,24.673828125,24.948558807373047,925847245,315.39935302734375,316.9972839355469,309.95526123046875,311.4720153808594,579359973
2023-02-22,24437.41796875,24472.33984375,23644.318359375,24188.84375,30199996781,0.08541800081729889,0.08746399730443954,0.08325300365686417,0.0855339989066124,765182582,1658.1409912109375,1663.996826171875,1604.8033447265625,1643.231689453125,9189387004,24.949750900268555,25.13520050048828,23.377933502197266,24.18134880065918,892548647,311.4826354980469,312.80938720703125,304.2212219238281,312.7811279296875,549179249
2023-02-23,24190.71875,24572.08984375,23693.919921875,23947.4921875,30476264066,0.08553499728441238,0.08636900037527084,0.08393199741840363,0.08429200202226639,351385340,1643.298583984375,1674.6015625,1632.566162109375,1651.0738525390625,9013236167,24.18242073059082,24.635833740234375,23.68366813659668,23.900800704956055,579213279,312.8053283691406,314.8948974609375,306.1802062988281,308.533935546875,472852406
2023-02-24,23946.0078125,24103.705078125,23007.072265625,23198.126953125,26811744928,0.08428800106048584,0.08489999920129776,0.07988899946212769,0.08089999854564667,449138535,1650.8951416015625,1661.09130859375,1583.1478271484375,1608.3731689453125,8909129423,23.89963722229004,24.05632972717285,22.63655662536621,23.053035736083984,612377428,308.459716796875,311.7994384765625,300.0581359863281,302.0537109375,479926281
2023-02-25,23200.125,23210.2109375,22861.55859375,23175.375,16100721565,0.08091499656438828,0.08177900314331055,0.07905799895524979,0.08078599721193314,316321963,1608.6583251953125,1608.8651123046875,1567.6317138671875,1594.9149169921875,5657686235,23.058849334716797,23.273439407348633,21.641862869262695,22.523399353027344,547286025,302.1002502441406,303.02923583984375,297.22412109375,302.3846130371094,310503640
2023-02-26,23174.150390625,23654.3671875,23084.220703125,23561.212890625,16644534842,0.08077599853277206,0.08247300237417221,0.08057700097560883,0.0822020024061203,218231642,1594.7611083984375,1645.2734375,1590.39306640625,1640.817138671875,5727967432,22.52385711669922,23.484447479248047,22.32423973083496,23.256088256835938,370371591,302.3690185546875,309.5875549316406,300.96624755859375,308.9970703125,312320211
2023-02-27,23561.451171875,23857.890625,23205.87890625,23522.87109375,22660763494,0.0822020024061203,0.0822020024061203,0.08020400255918503,0.08135399967432022,267030813,1640.763671875,1662.57568359375,1615.387939453125,1634.326416015625,7239824677,23.255739212036133,23.367462158203125,22.400766372680664,22.692588806152344,475987023,308.9851989746094,309.325439453125,300.93609619140625,304.8558044433594,404806423
2023-02-28,23521.837890625,23585.384765625,23077.650390625,23147.353515625,20535363434,0.08135899901390076,0.08273500204086304,0.08020000159740448,0.08074899762868881,370709700,1634.50244140625,1644.435791015625,1602.4281005859375,1605.8951416015625,6323676957,22.69098472595215,22.725032806396484,21.82581329345703,21.9163875579834,351065863,304.85498046875,305.6327209472656,300.56927490234375,301.4748229980469,337673265
2023-03-01,23150.9296875,23880.6328125,23088.626953125,23646.55078125,24662841200,0.08076199889183044,0.08256399631500244,0.08054500073194504,0.08196400105953217,260501052,1606.0404052734375,1663.4337158203125,1601.548583984375,1663.4337158203125,7701847224,21.91213607788086,22.795337677001953,21.738677978515625,22.506431579589844,346532018,301.5103454589844,306.1851501464844,301.0980224609375,302.907470703125,377974810
2023-03-02,23647.01953125,23739.138671875,23245.021484375,23475.466796875,20386398516,0.08196800202131271,0.08216699957847595,0.07985900342464447,0.08051999658346176,225493749,1663.549072265625,1672.0511474609375,1622.5999755859375,1647.3193359375,7080950926,22.505313873291016,22.57521629333496,21.73250961303711,21.984878540039062,322545445,302.9161071777344,303.5541687011719,296.5191650390625,299.9461669921875,370516889
2023-03-03,23476.6328125,23479.34765625,22213.23828125,22362.6796875,26062404610,0.0805250033736229,0.08057200163602829,0.07423499971628189,0.07677700370550156,564252293,1647.5577392578125,1648.475341796875,1552.4515380859375,1569.1676025390625,9922240199,21.98651695251465,22.001710891723633,20.541078567504883,21.39935302734375,489228523,299.9775695800781,300.087646484375,287.979248046875,290.2828369140625,450262903
2023-03-04,22362.923828125,22405.177734375,22198.98046875,22353.349609375,11166012913,0.07677800208330154,0.07715500146150589,0.0731000006198883,0.07455600053071976,267382234,1569.278076171875,1575.63720703125,1551.73681640625,1566.9239501953125,4389045367,21.400026321411133,21.53683853149414,20.3741455078125,20.966838836669922,249364880,290.2898864746094,291.3275451660156,286.61907958984375,289.5038757324219,289197235
2023-03-05,22354.14453125,22613.685546875,22307.142578125,22435.513671875,13317001733,0.07456500083208084,0.07591699808835983,0.07441499829292297,0.07479500025510788,215772335,1567.1793212890625,1584.2088623046875,1559.9541015625,1564.46875,5020886238,20.966392517089844,21.61699676513672,20.89556312561035,20.97858428955078,278729462,289.5206298828125,292.4590759277344,287.87591552734375,288.69970703125,287599378
2023-03-06,22436.81640625,22584.29296875,22331.314453125,22429.7578125,17353192895,0.07479000091552734,0.07506100088357925,0.07355199754238129,0.07480499893426895,274994083,1564.3831787109375,1579.456298828125,1557.363525390625,1567.398681640625,5245153345,20.978412628173828,21.098865509033203,20.522214889526367,20.635011672973633,318022843,288.7044982910156,289.7183837890625,283.9531555175781,288.0549621582031,374160712
2023-03-07,22428.322265625,22527.41796875,22011.26171875,22219.76953125,22765452204,0.07480499893426895,0.07582999765872955,0.0730300024151802,0.0740479975938797,309277502,1567.4246826171875,1579.1622314453125,1543.1275634765625,1561.93310546875,6854058349,20.63469123840332,20.88684844970703,19.82059669494629,20.244731903076172,394901279,287.99554443359375,290.21673583984375,284.37408447265625,289.34368896484375,373176525
2023-03-08,22216.44140625,22268.896484375,21708.05078125,21718.080078125,22536575684,0.0740479975938797,0.07423499971628189,0.07076700031757355,0.07113000005483627,321627782,1561.9779052734375,1568.17529296875,1534.0882568359375,1534.0882568359375,7130327525,20.24393081665039,20.332366943359375,18.286304473876953,18.421194076538086,620543521,289.32745361328125,293.6416320800781,285.5854797363281,286.86700439453125,436665040
2023-03-09,21720.080078125,21802.716796875,20210.306640625,20363.021484375,30364664171,0.07113199681043625,0.07220300287008286,0.0646279975771904,0.0659869983792305,523758954,1534.0316162109375,1544.1083984375,1423.2647705078125,1438.6607666015625,9457897583,18.424707412719727,18.68904685974121,16.943132400512695,17.308147430419922,754162560,286.9457702636719,291.3664855957031,272.7283630371094,277.2961120605469,505668979
2023-03-10,20367.001953125,20370.595703125,19628.25390625,20187.244140625,39578257695,0.06599599868059158,0.06607100367546082,0.06302300095558167,0.06583300232887268,475760293,1438.7601318359375,1438.7601318359375,1378.525390625,1429.1580810546875,12665194936,17.3122501373291,18.323396682739258,16.117345809936523,18.243642807006836,944032048,277.3235168457031,278.1007385253906,265.7124328613281,277.4195861816406,558776711
2023-03-11,20187.876953125,20792.525390625,20068.66015625,20632.41015625,30180288176,0.06583300232887268,0.06819599866867065,0.06444700062274933,0.06659399718046188,449044632,1429.100830078125,1484.136962890625,1428.72314453125,1482.61669921875,14917080154,18.243104934692383,18.848188400268555,17.171354293823242,18.22584342956543,696894876,277.4346618652344,281.64410400390625,272.2830810546875,277.96142578125,523623578
