Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,243.61000061035156,,,,,245.77499389648438,,,,,232.31399536132812,,,,,233.4219970703125,,,,,27363100,,,
2015-02-18,,236.3260040283203,,,,,244.25100708007812,,,,,232.33999633789062,,,,,243.77999877929688,,,,,25200800,,,
2015-02-19,,240.2830047607422,,,,,242.6719970703125,,,,,235.5919952392578,,,,,236.41000366210938,,,,,18270500,,,
2015-02-20,,243.7790069580078,,,,,247.1009979248047,,,,,239.2989959716797,,,,,240.25100708007812,,,,,23876700,,,
2015-02-21,,244.53399658203125,,,,,255.32000732421875,,,,,243.1840057373047,,,,,243.7519989013672,,,,,12284200,,,
2015-02-22,,235.9770050048828,,,,,246.39199829101562,,,,,233.8509979248047,,,,,244.54400634765625,,,,,19527000,,,
2015-02-23,,238.89199829101562,,,,,240.10899353027344,,,,,232.42100524902344,,,,,235.9949951171875,,,,,16400000,,,
2015-02-24,,238.73500061035156,,,,,239.9010009765625,,,,,236.40199279785156,,,,,238.9980010986328,,,,,14200400,,,
2015-02-25,,237.47000122070312,,,,,239.33999633789062,,,,,235.52999877929688,,,,,238.88999938964844,,,,,11496200,,,
2015-02-26,,236.42599487304688,,,,,237.7100067138672,,,,,234.2570037841797,,,,,237.33700561523438,,,,,13619400,,,
2015-02-27,,253.8280029296875,,,,,256.65301513671875,,,,,236.43600463867188,,,,,236.43600463867188,,,,,44013900,,,
2015-02-28,,254.26300048828125,,,,,254.69200134277344,,,,,249.47900390625,,,,,253.52000427246094,,,,,13949300,,,
2015-03-01,,260.2019958496094,,,,,261.6600036621094,,,,,245.93299865722656,,,,,254.2830047607422,,,,,25213700,,,
2015-03-02,,275.6700134277344,,,,,276.3009948730469,,,,,258.31298828125,,,,,260.35699462890625,,,,,40465700,,,
2015-03-03,,281.7019958496094,,,,,285.7959899902344,,,,,268.1610107421875,,,,,275.0459899902344,,,,,50461300,,,
2015-03-04,,273.0920104980469,,,,,284.2250061035156,,,,,268.1260070800781,,,,,281.989990234375,,,,,41383000,,,
2015-03-05,,276.1780090332031,,,,,281.6669921875,,,,,264.7690124511719,,,,,272.739013671875,,,,,41302400,,,
2015-03-06,,272.7229919433594,,,,,277.6080017089844,,,,,270.0150146484375,,,,,275.6000061035156,,,,,28918900,,,
2015-03-07,,276.260986328125,,,,,277.85400390625,,,,,270.13299560546875,,,,,272.29400634765625,,,,,17825900,,,
2015-03-08,,274.35400390625,,,,,277.8580017089844,,,,,272.56500244140625,,,,,276.4330139160156,,,,,22067900,,,
2015-03-09,,289.60699462890625,,,,,292.70098876953125,,,,,273.89300537109375,,,,,274.81201171875,,,,,59178200,,,
2015-03-10,,291.760009765625,,,,,300.04400634765625,,,,,289.7430114746094,,,,,289.86199951171875,,,,,67770800,,,
2015-03-11,,296.3789978027344,,,,,297.3909912109375,,,,,290.50799560546875,,,,,291.5249938964844,,,,,33963900,,,
2015-03-12,,294.35400390625,,,,,297.0880126953125,,,,,292.4129943847656,,,,,296.12701416015625,,,,,32585200,,,
2015-03-13,,285.3370056152344,,,,,294.49798583984375,,,,,285.3370056152344,,,,,294.1180114746094,,,,,31421500,,,
2015-03-14,,281.885009765625,,,,,286.3420104980469,,,,,280.97601318359375,,,,,284.4419860839844,,,,,22612300,,,
2015-03-15,,286.39300537109375,,,,,286.52899169921875,,,,,280.9960021972656,,,,,281.42498779296875,,,,,11970100,,,
2015-03-16,,290.5929870605469,,,,,294.11199951171875,,,,,285.68499755859375,,,,,285.68499755859375,,,,,21516100,,,
2015-03-17,,285.5050048828125,,,,,292.364990234375,,,,,284.3739929199219,,,,,290.5950012207031,,,,,21497200,,,
2015-03-18,,256.29901123046875,,,,,285.33599853515625,,,,,249.8699951171875,,,,,285.0669860839844,,,,,57008000,,,
2015-03-19,,260.9280090332031,,,,,264.2439880371094,,,,,248.63600158691406,,,,,255.8800048828125,,,,,52732000,,,
2015-03-20,,261.7489929199219,,,,,264.8479919433594,,,,,259.1619873046875,,,,,260.95599365234375,,,,,18456700,,,
2015-03-21,,260.0249938964844,,,,,262.1960144042969,,,,,255.64999389648438,,,,,261.6440124511719,,,,,17130100,,,
2015-03-22,,267.9599914550781,,,,,269.74700927734375,,,,,259.5899963378906,,,,,259.9169921875,,,,,18438100,,,
2015-03-23,,266.739990234375,,,,,277.2969970703125,,,,,261.7449951171875,,,,,267.8949890136719,,,,,22811900,,,
2015-03-24,,245.59500122070312,,,,,267.00299072265625,,,,,244.15499877929688,,,,,266.5769958496094,,,,,40073700,,,
2015-03-25,,246.19700622558594,,,,,249.19000244140625,,,,,236.51499938964844,,,,,247.4720001220703,,,,,35866900,,,
2015-03-26,,248.53199768066406,,,,,254.35400390625,,,,,244.90499877929688,,,,,246.2760009765625,,,,,25730000,,,
2015-03-27,,247.0290069580078,,,,,256.8110046386719,,,,,245.21299743652344,,,,,248.5659942626953,,,,,17274900,,,
2015-03-28,,252.79800415039062,,,,,254.2050018310547,,,,,246.97500610351562,,,,,246.97500610351562,,,,,16040900,,,
2015-03-29,,242.71299743652344,,,,,253.13900756835938,,,,,240.85000610351562,,,,,252.74000549316406,,,,,21699400,,,
2015-03-30,,247.5260009765625,,,,,249.24200439453125,,,,,239.21400451660156,,,,,242.87899780273438,,,,,23009600,,,
2015-03-31,,244.2239990234375,,,,,248.72999572753906,,,,,242.73899841308594,,,,,247.45399475097656,,,,,22672000,,,
2015-04-01,,247.27200317382812,,,,,247.54100036621094,,,,,241.16000366210938,,,,,244.22300720214844,,,,,22877200,,,
2015-04-02,,253.0050048828125,,,,,254.46099853515625,,,,,245.41600036621094,,,,,247.08900451660156,,,,,26272600,,,
2015-04-03,,254.32200622558594,,,,,256.0429992675781,,,,,251.87899780273438,,,,,253.07400512695312,,,,,23146600,,,
2015-04-04,,253.69700622558594,,,,,255.25799560546875,,,,,251.10000610351562,,,,,254.29100036621094,,,,,12493500,,,
2015-04-05,,260.5979919433594,,,,,260.67498779296875,,,,,251.94200134277344,,,,,253.76100158691406,,,,,19649200,,,
2015-04-06,,255.49200439453125,,,,,261.7980041503906,,,,,254.5749969482422,,,,,260.72100830078125,,,,,20034200,,,
2015-04-07,,253.17999267578125,,,,,255.80499267578125,,,,,252.2050018310547,,,,,255.2740020751953,,,,,18467400,,,
2015-04-08,,245.02200317382812,,,,,253.8470001220703,,,,,244.21499633789062,,,,,253.06399536132812,,,,,30086400,,,
2015-04-09,,243.67599487304688,,,,,246.1179962158203,,,,,239.39999389648438,,,,,244.75100708007812,,,,,21643500,,,
2015-04-10,,236.07200622558594,,,,,243.69400024414062,,,,,232.77099609375,,,,,243.69400024414062,,,,,28882000,,,
2015-04-11,,236.552001953125,,,,,239.53700256347656,,,,,234.1750030517578,,,,,236.01600646972656,,,,,16365200,,,
2015-04-12,,236.1529998779297,,,,,237.72799682617188,,,,,233.4949951171875,,,,,236.53500366210938,,,,,12387900,,,
2015-04-13,,224.58700561523438,,,,,236.93499755859375,,,,,221.99600219726562,,,,,235.9499969482422,,,,,31181800,,,
2015-04-14,,219.15899658203125,,,,,224.9759979248047,,,,,216.322998046875,,,,,224.75900268554688,,,,,31719000,,,
2015-04-15,,223.83299255371094,,,,,223.83299255371094,,,,,218.6490020751953,,,,,219.072998046875,,,,,22562000,,,
2015-04-16,,228.572998046875,,,,,229.6719970703125,,,,,223.91700744628906,,,,,223.91700744628906,,,,,24805400,,,
2015-04-17,,222.8820037841797,,,,,228.906005859375,,,,,221.94200134277344,,,,,228.5749969482422,,,,,20429800,,,
2015-04-18,,223.3560028076172,,,,,224.3159942626953,,,,,220.87600708007812,,,,,222.85299682617188,,,,,12939000,,,
2015-04-19,,222.60000610351562,,,,,226.35299682617188,,,,,222.3730010986328,,,,,223.45599365234375,,,,,15021500,,,
2015-04-20,,224.62600708007812,,,,,226.3509979248047,,,,,221.9770050048828,,,,,222.61199951171875,,,,,18364700,,,
2015-04-21,,235.2689971923828,,,,,235.2689971923828,,,,,224.30099487304688,,,,,224.6199951171875,,,,,24978000,,,
2015-04-22,,234.17599487304688,,,,,237.90899658203125,,,,,233.4759979248047,,,,,235.6020050048828,,,,,23847900,,,
2015-04-23,,236.46200561523438,,,,,236.47500610351562,,,,,233.19900512695312,,,,,234.05299377441406,,,,,17036000,,,
2015-04-24,,231.26800537109375,,,,,236.30499267578125,,,,,229.93299865722656,,,,,235.97000122070312,,,,,21448700,,,
2015-04-25,,226.38999938964844,,,,,232.56100463867188,,,,,226.33700561523438,,,,,231.23500061035156,,,,,13957200,,,
2015-04-26,,219.42999267578125,,,,,226.94400024414062,,,,,214.87399291992188,,,,,226.41000366210938,,,,,28943700,,,
2015-04-27,,229.28599548339844,,,,,233.30499267578125,,,,,218.0229949951172,,,,,219.4290008544922,,,,,38574000,,,
2015-04-28,,225.85499572753906,,,,,229.4949951171875,,,,,223.06900024414062,,,,,228.968994140625,,,,,21469200,,,
2015-04-29,,225.80799865722656,,,,,227.0399932861328,,,,,223.42999267578125,,,,,225.59100341796875,,,,,18936500,,,
2015-04-30,,236.14500427246094,,,,,239.56300354003906,,,,,224.9929962158203,,,,,225.6929931640625,,,,,33818600,,,
2015-05-01,,232.07899475097656,,,,,238.96600341796875,,,,,232.07899475097656,,,,,235.93899536132812,,,,,18815300,,,
2015-05-02,,234.92999267578125,,,,,235.7270050048828,,,,,232.34100341796875,,,,,232.34100341796875,,,,,12535500,,,
2015-05-03,,240.35800170898438,,,,,243.24000549316406,,,,,234.08299255371094,,,,,234.8800048828125,,,,,18494100,,,
2015-05-04,,239.01800537109375,,,,,242.63800048828125,,,,,237.80999755859375,,,,,240.3560028076172,,,,,21223400,,,
2015-05-05,,236.12100219726562,,,,,239.20399475097656,,,,,232.0540008544922,,,,,238.8520050048828,,,,,23929100,,,
2015-05-06,,229.78199768066406,,,,,236.45399475097656,,,,,229.2310028076172,,,,,236.24899291992188,,,,,29587200,,,
2015-05-07,,237.33399963378906,,,,,239.10499572753906,,,,,228.572998046875,,,,,229.66200256347656,,,,,29064400,,,
2015-05-08,,243.86300659179688,,,,,246.27499389648438,,,,,236.2740020751953,,,,,237.20399475097656,,,,,27445500,,,
2015-05-09,,241.83200073242188,,,,,247.8040008544922,,,,,239.63900756835938,,,,,243.7689971923828,,,,,19790500,,,
2015-05-10,,240.29600524902344,,,,,244.0679931640625,,,,,238.8489990234375,,,,,241.72900390625,,,,,15019100,,,
2015-05-11,,242.1580047607422,,,,,244.27000427246094,,,,,239.37600708007812,,,,,240.2989959716797,,,,,20892300,,,
2015-05-12,,241.11199951171875,,,,,242.88099670410156,,,,,240.0989990234375,,,,,242.14500427246094,,,,,19282600,,,
2015-05-13,,236.3769989013672,,,,,243.70399475097656,,,,,235.0449981689453,,,,,241.3979949951172,,,,,27180100,,,
2015-05-14,,236.9290008544922,,,,,237.7989959716797,,,,,234.0570068359375,,,,,236.21400451660156,,,,,24413700,,,
2015-05-15,,237.60499572753906,,,,,238.7530059814453,,,,,236.7949981689453,,,,,236.9550018310547,,,,,16329400,,,
2015-05-16,,236.1529998779297,,,,,237.69700622558594,,,,,235.2949981689453,,,,,237.6439971923828,,,,,11089700,,,
2015-05-17,,236.802001953125,,,,,238.02499389648438,,,,,236.00999450683594,,,,,236.00999450683594,,,,,11134300,,,
2015-05-18,,233.1280059814453,,,,,237.2100067138672,,,,,232.4600067138672,,,,,236.88699340820312,,,,,16780300,,,
2015-05-19,,231.94700622558594,,,,,234.1510009765625,,,,,231.81700134277344,,,,,233.03700256347656,,,,,14241900,,,
2015-05-20,,234.01800537109375,,,,,234.68299865722656,,,,,231.8419952392578,,,,,231.88999938964844,,,,,15499400,,,
2015-05-21,,235.343994140625,,,,,236.24200439453125,,,,,233.8350067138672,,,,,234.01600646972656,,,,,15108900,,,
2015-05-22,,240.34800720214844,,,,,240.968994140625,,,,,235.05999755859375,,,,,235.3209991455078,,,,,27003000,,,
2015-05-23,,238.8719940185547,,,,,241.02499389648438,,,,,238.6909942626953,,,,,240.28599548339844,,,,,14605000,,,
2015-05-24,,240.9530029296875,,,,,241.97799682617188,,,,,238.81100463867188,,,,,238.9759979248047,,,,,11508000,,,
2015-05-25,,237.11000061035156,,,,,241.02099609375,,,,,236.63699340820312,,,,,240.927001953125,,,,,14423900,,,
2015-05-26,,237.11599731445312,,,,,238.24200439453125,,,,,235.69200134277344,,,,,237.10400390625,,,,,16425000,,,
2015-05-27,,237.2830047607422,,,,,238.63600158691406,,,,,236.69500732421875,,,,,237.06500244140625,,,,,18837000,,,
2015-05-28,,237.4080047607422,,,,,237.82400512695312,,,,,236.65199279785156,,,,,237.2570037841797,,,,,13829600,,,
2015-05-29,,237.0959930419922,,,,,237.52200317382812,,,,,235.7310028076172,,,,,237.3769989013672,,,,,14805000,,,
2015-05-30,,233.34500122070312,,,,,237.09300231933594,,,,,232.04600524902344,,,,,237.0919952392578,,,,,14098600,,,
2015-05-31,,230.19000244140625,,,,,233.2519989013672,,,,,229.54200744628906,,,,,233.13499450683594,,,,,14730800,,,
2015-06-01,,222.92599487304688,,,,,231.71299743652344,,,,,221.29600524902344,,,,,230.23300170898438,,,,,26090500,,,
2015-06-02,,225.80299377441406,,,,,226.41600036621094,,,,,222.41900634765625,,,,,222.8939971923828,,,,,20459000,,,
2015-06-03,,225.87399291992188,,,,,227.4040069580078,,,,,223.92999267578125,,,,,225.73599243164062,,,,,17752400,,,
2015-06-04,,224.32400512695312,,,,,226.58099365234375,,,,,224.0540008544922,,,,,225.77200317382812,,,,,14728100,,,
2015-06-05,,224.95199584960938,,,,,225.96800231933594,,,,,223.1790008544922,,,,,224.1540069580078,,,,,18056500,,,
2015-06-06,,225.61900329589844,,,,,225.718994140625,,,,,224.37899780273438,,,,,225.0050048828125,,,,,11131500,,,
2015-06-07,,222.88099670410156,,,,,226.19400024414062,,,,,222.65199279785156,,,,,225.5959930419922,,,,,13318400,,,
2015-06-08,,228.48899841308594,,,,,229.46400451660156,,,,,222.83900451660156,,,,,222.87899780273438,,,,,23378400,,,
2015-06-09,,229.04800415039062,,,,,230.95399475097656,,,,,227.9290008544922,,,,,228.53799438476562,,,,,28353100,,,
2015-06-10,,228.80299377441406,,,,,229.78199768066406,,,,,228.00999450683594,,,,,228.9949951171875,,,,,15904800,,,
2015-06-11,,229.7050018310547,,,,,230.28700256347656,,,,,228.76699829101562,,,,,228.85499572753906,,,,,14416000,,,
2015-06-12,,229.98199462890625,,,,,231.0570068359375,,,,,229.31300354003906,,,,,229.7050018310547,,,,,14017700,,,
2015-06-13,,232.40199279785156,,,,,232.65199279785156,,,,,229.2100067138672,,,,,229.9199981689453,,,,,13305300,,,
2015-06-14,,233.54299926757812,,,,,234.85800170898438,,,,,232.00399780273438,,,,,232.44200134277344,,,,,12165900,,,
2015-06-15,,236.822998046875,,,,,237.83599853515625,,,,,233.4219970703125,,,,,233.4219970703125,,,,,19912100,,,
2015-06-16,,250.89500427246094,,,,,251.74200439453125,,,,,236.1219940185547,,,,,236.76499938964844,,,,,41612000,,,
2015-06-17,,249.28399658203125,,,,,256.8529968261719,,,,,246.4759979248047,,,,,250.822998046875,,,,,43858400,,,
2015-06-18,,249.0070037841797,,,,,252.10800170898438,,,,,244.1269989013672,,,,,249.42799377441406,,,,,30980200,,,
2015-06-19,,244.6060028076172,,,,,250.9770050048828,,,,,243.78700256347656,,,,,249.04299926757812,,,,,23965300,,,
2015-06-20,,245.21200561523438,,,,,245.8280029296875,,,,,240.6269989013672,,,,,244.52999877929688,,,,,20608100,,,
2015-06-21,,243.94400024414062,,,,,245.2239990234375,,,,,241.8820037841797,,,,,245.10000610351562,,,,,10600900,,,
2015-06-22,,246.99000549316406,,,,,247.91700744628906,,,,,243.7790069580078,,,,,243.968994140625,,,,,17692500,,,
2015-06-23,,244.29600524902344,,,,,247.3040008544922,,,,,243.13299560546875,,,,,246.927001953125,,,,,15108700,,,
2015-06-24,,240.51499938964844,,,,,244.34100341796875,,,,,240.51499938964844,,,,,244.28199768066406,,,,,17344900,,,
2015-06-25,,242.7989959716797,,,,,243.33200073242188,,,,,240.36500549316406,,,,,240.36500549316406,,,,,16133100,,,
2015-06-26,,243.593994140625,,,,,243.74899291992188,,,,,241.55299377441406,,,,,242.60400390625,,,,,13983500,,,
2015-06-27,,250.99000549316406,,,,,251.33900451660156,,,,,243.11700439453125,,,,,243.5489959716797,,,,,20488600,,,
2015-06-28,,249.01100158691406,,,,,251.1719970703125,,,,,247.4340057373047,,,,,250.9550018310547,,,,,15137600,,,
2015-06-29,,257.0639953613281,,,,,257.1730041503906,,,,,248.58099365234375,,,,,248.7209930419922,,,,,34742900,,,
2015-06-30,,263.0719909667969,,,,,267.86700439453125,,,,,255.9459991455078,,,,,257.0360107421875,,,,,44533800,,,
2015-07-01,,258.6210021972656,,,,,265.1719970703125,,,,,255.7740020751953,,,,,263.3450012207031,,,,,27029800,,,
2015-07-02,,255.41200256347656,,,,,261.6310119628906,,,,,254.11599731445312,,,,,258.552001953125,,,,,21551900,,,
2015-07-03,,256.33599853515625,,,,,257.0769958496094,,,,,253.5050048828125,,,,,255.45899963378906,,,,,19033800,,,
2015-07-04,,260.885986328125,,,,,261.4570007324219,,,,,254.1999969482422,,,,,256.4909973144531,,,,,15620400,,,
2015-07-05,,271.9129943847656,,,,,274.5060119628906,,,,,258.70098876953125,,,,,260.80499267578125,,,,,44156100,,,
2015-07-06,,269.0299987792969,,,,,277.4219970703125,,,,,267.6000061035156,,,,,271.1080017089844,,,,,49154800,,,
2015-07-07,,266.2070007324219,,,,,271.34100341796875,,,,,264.8320007324219,,,,,269.9630126953125,,,,,28857600,,,
2015-07-08,,270.7850036621094,,,,,272.97100830078125,,,,,264.385986328125,,,,,265.98199462890625,,,,,36980200,,,
2015-07-09,,269.2279968261719,,,,,272.3349914550781,,,,,267.08599853515625,,,,,270.8269958496094,,,,,40301200,,,
2015-07-10,,284.8940124511719,,,,,294.59100341796875,,,,,268.802001953125,,,,,269.156005859375,,,,,100390000,,,
2015-07-11,,293.114990234375,,,,,298.5060119628906,,,,,283.5299987792969,,,,,284.8800048828125,,,,,41109900,,,
2015-07-12,,310.86700439453125,,,,,314.3940124511719,,,,,292.5050048828125,,,,,293.1400146484375,,,,,56405000,,,
2015-07-13,,292.0539855957031,,,,,310.947998046875,,,,,281.010986328125,,,,,310.8269958496094,,,,,62053900,,,
2015-07-14,,287.4639892578125,,,,,296.1470031738281,,,,,286.63800048828125,,,,,292.03399658203125,,,,,28727200,,,
2015-07-15,,285.8290100097656,,,,,293.24798583984375,,,,,285.36700439453125,,,,,288.0450134277344,,,,,27486600,,,
2015-07-16,,278.0889892578125,,,,,291.1830139160156,,,,,275.239990234375,,,,,286.0419921875,,,,,49482600,,,
2015-07-17,,279.47198486328125,,,,,280.2799987792969,,,,,272.0429992675781,,,,,278.09100341796875,,,,,27591400,,,
2015-07-18,,274.9010009765625,,,,,282.5270080566406,,,,,274.07501220703125,,,,,279.33099365234375,,,,,25187100,,,
2015-07-19,,273.614013671875,,,,,275.6700134277344,,,,,272.51300048828125,,,,,274.7669982910156,,,,,15332500,,,
2015-07-20,,278.9809875488281,,,,,278.9809875488281,,,,,272.9599914550781,,,,,273.4989929199219,,,,,22711400,,,
2015-07-21,,275.8330078125,,,,,280.5469970703125,,,,,275.41900634765625,,,,,278.8819885253906,,,,,22930700,,,
2015-07-22,,277.22198486328125,,,,,277.6659851074219,,,,,274.3810119628906,,,,,275.6570129394531,,,,,19389800,,,
2015-07-23,,276.04901123046875,,,,,278.1109924316406,,,,,275.71600341796875,,,,,277.34100341796875,,,,,18531300,,,
2015-07-24,,288.27801513671875,,,,,289.25299072265625,,,,,275.2539978027344,,,,,276.0050048828125,,,,,37199400,,,
2015-07-25,,288.6969909667969,,,,,290.7330017089844,,,,,286.00201416015625,,,,,288.16400146484375,,,,,20662200,,,
2015-07-26,,292.6860046386719,,,,,293.052001953125,,,,,287.70599365234375,,,,,288.6400146484375,,,,,16032300,,,
2015-07-27,,293.6239929199219,,,,,297.77398681640625,,,,,287.45001220703125,,,,,292.6390075683594,,,,,30592000,,,
2015-07-28,,294.427001953125,,,,,296.64898681640625,,,,,293.4230041503906,,,,,293.63299560546875,,,,,25453600,,,
2015-07-29,,289.5899963378906,,,,,294.5360107421875,,,,,288.7770080566406,,,,,294.4840087890625,,,,,24672600,,,
2015-07-30,,287.72198486328125,,,,,290.1260070800781,,,,,286.5679931640625,,,,,289.1029968261719,,,,,21635800,,,
2015-07-31,,284.6499938964844,,,,,288.9590148925781,,,,,282.343994140625,,,,,287.6960144042969,,,,,23629100,,,
2015-08-01,,281.60101318359375,,,,,284.9320068359375,,,,,278.11199951171875,,,,,284.6860046386719,,,,,18995000,,,
2015-08-02,,282.614013671875,,,,,283.0320129394531,,,,,277.52899169921875,,,,,280.4490051269531,,,,,17722200,,,
