Date,BNB-USD_Close,BTC-USD_Close,DOGE-USD_Close,ETH-USD_Close,SOL-USD_Close,BNB-USD_Volume,BTC-USD_Volume,DOGE-USD_Volume,ETH-USD_Volume,SOL-USD_Volume
2015-02-15,0.0,5.463089991595144,0.0,0.0,0.0,0.0,17.850678217626857,0.0,0.0,0.0
2015-02-16,0.0,5.458917215645587,0.0,0.0,0.0,0.0,17.153189378153108,0.0,0.0,0.0
2015-02-17,0.0,5.499665107986992,0.0,0.0,0.0,0.0,17.124705984939332,0.0,0.0,0.0
2015-02-18,0.0,5.469434740363866,0.0,0.0,0.0,0.0,17.042386337690782,0.0,0.0,0.0
2015-02-19,0.0,5.4859705381602435,0.0,0.0,0.0,0.0,16.720798349981497,0.0,0.0,0.0
2015-02-20,0.0,5.500355791070433,0.0,0.0,0.0,0.0,16.988413687866487,0.0,0.0,0.0
2015-02-21,0.0,5.503435416596462,0.0,0.0,0.0,0.0,16.32382452315727,0.0,0.0,0.0
2015-02-22,0.0,5.467963111132019,0.0,0.0,0.0,0.0,16.787308732433775,0.0,0.0,0.0
2015-02-23,0.0,5.480188814937632,0.0,0.0,0.0,0.0,16.612791953770035,0.0,0.0,0.0
2015-02-24,0.0,5.479534149180154,0.0,0.0,0.0,0.0,16.468780761609384,0.0,0.0,0.0
2015-02-25,0.0,5.474243521372027,0.0,0.0,0.0,0.0,16.257527190930528,0.0,0.0,0.0
2015-02-26,0.0,5.4698559743826225,0.0,0.0,0.0,0.0,16.427005878276518,0.0,0.0,0.0
2015-02-27,0.0,5.540588819267148,0.0,0.0,0.0,0.0,17.60001607380477,0.0,0.0,0.0
2015-02-28,0.0,5.542294388121052,0.0,0.0,0.0,0.0,16.450939957449343,0.0,0.0,0.0
2015-03-01,0.0,5.56529403845122,0.0,0.0,0.0,0.0,17.042898095211726,0.0,0.0,0.0
2015-03-02,0.0,5.62282550877612,0.0,0.0,0.0,0.0,17.515965284374886,0.0,0.0,0.0
2015-03-03,0.0,5.644393324630793,0.0,0.0,0.0,0.0,17.73671728364307,0.0,0.0,0.0
2015-03-04,0.0,5.613463854755676,0.0,0.0,0.0,0.0,17.53838075060996,0.0,0.0,0.0
2015-03-05,0.0,5.624659931676708,0.0,0.0,0.0,0.0,17.536431191834673,0.0,0.0,0.0
2015-03-06,0.0,5.612116616695898,0.0,0.0,0.0,0.0,17.180005953149642,0.0,0.0,0.0
2015-03-07,0.0,5.624959251516169,0.0,0.0,0.0,0.0,16.69616306997175,0.0,0.0,0.0
2015-03-08,0.0,5.618057556754939,0.0,0.0,0.0,0.0,16.909634667230627,0.0,0.0,0.0
2015-03-09,0.0,5.671971820457341,0.0,0.0,0.0,0.0,17.89606380569091,0.0,0.0,0.0
2015-03-10,0.0,5.679353194090127,0.0,0.0,0.0,0.0,18.031641996431556,0.0,0.0,0.0
2015-03-11,0.0,5.69500741217373,0.0,0.0,0.0,0.0,17.340808783246125,0.0,0.0,0.0
2015-03-12,0.0,5.688174650140956,0.0,0.0,0.0,0.0,17.299368786212025,0.0,0.0,0.0
2015-03-13,0.0,5.657169458432627,0.0,0.0,0.0,0.0,17.26300296177037,0.0,0.0,0.0
2015-03-14,0.0,5.645040489153975,0.0,0.0,0.0,0.0,16.93400460820473,0.0,0.0,0.0
2015-03-15,0.0,5.660850635739483,0.0,0.0,0.0,0.0,16.29792251525963,0.0,0.0,0.0
2015-03-16,0.0,5.67535894998435,0.0,0.0,0.0,0.0,16.884312096545326,0.0,0.0,0.0
2015-03-17,0.0,5.6577560050521685,0.0,0.0,0.0,0.0,16.883433298576442,0.0,0.0,0.0
2015-03-18,0.0,5.550238876413889,0.0,0.0,0.0,0.0,17.85870218436915,0.0,0.0,0.0
2015-03-19,0.0,5.5680696913211865,0.0,0.0,0.0,0.0,17.780733058823813,0.0,0.0,0.0
2015-03-20,0.0,5.571199176904508,0.0,0.0,0.0,0.0,16.73093806034242,0.0,0.0,0.0
2015-03-21,0.0,5.564616164793296,0.0,0.0,0.0,0.0,16.656347766371653,0.0,0.0,0.0
2015-03-22,0.0,5.594562637890072,0.0,0.0,0.0,0.0,16.729929788143224,0.0,0.0,0.0
2015-03-23,0.0,5.590016323883466,0.0,0.0,0.0,0.0,16.942792931428002,0.0,0.0,0.0
2015-03-24,0.0,5.50774731972472,0.0,0.0,0.0,0.0,17.506230841711208,0.0,0.0,0.0
2015-03-25,0.0,5.510185614772279,0.0,0.0,0.0,0.0,17.395325450459755,0.0,0.0,0.0
2015-03-26,0.0,5.519587154185692,0.0,0.0,0.0,0.0,17.063168223123064,0.0,0.0,0.0
2015-03-27,0.0,5.513545702865635,0.0,0.0,0.0,0.0,16.664765196776695,0.0,0.0,0.0
2015-03-28,0.0,5.536538691381717,0.0,0.0,0.0,0.0,16.590652330894876,0.0,0.0,0.0
2015-03-29,0.0,5.495991292965731,0.0,0.0,0.0,0.0,16.892795214443062,0.0,0.0,0.0
2015-03-30,0.0,5.515547471759598,0.0,0.0,0.0,0.0,16.95142212157437,0.0,0.0,0.0
2015-03-31,0.0,5.502172074572082,0.0,0.0,0.0,0.0,16.936641285019867,0.0,0.0,0.0
2015-04-01,0.0,5.514524932124801,0.0,0.0,0.0,0.0,16.945651383076385,0.0,0.0,0.0
2015-04-02,0.0,5.537353971087452,0.0,0.0,0.0,0.0,17.084037167038414,0.0,0.0,0.0
2015-04-03,0.0,5.542525518047671,0.0,0.0,0.0,0.0,16.957358502662668,0.0,0.0,0.0
2015-04-04,0.0,5.540074627796135,0.0,0.0,0.0,0.0,16.34071914706726,0.0,0.0,0.0
2015-04-05,0.0,5.5668089434960875,0.0,0.0,0.0,0.0,16.79354723387523,0.0,0.0,0.0
2015-04-06,0.0,5.547097492173823,0.0,0.0,0.0,0.0,16.81295142104751,0.0,0.0,0.0
2015-04-07,0.0,5.538042648638837,0.0,0.0,0.0,0.0,16.731517627601743,0.0,0.0,0.0
2015-04-08,0.0,5.505420975728554,0.0,0.0,0.0,0.0,17.2195838336095,0.0,0.0,0.0
2015-04-09,0.0,5.499934865403737,0.0,0.0,0.0,0.0,16.890215782590804,0.0,0.0,0.0
2015-04-10,0.0,5.468363918726696,0.0,0.0,0.0,0.0,17.178729156292288,0.0,0.0,0.0
2015-04-11,0.0,5.470386555099524,0.0,0.0,0.0,0.0,16.610667748151798,0.0,0.0,0.0
2015-04-12,0.0,5.4687055019502235,0.0,0.0,0.0,0.0,16.33223082843852,0.0,0.0,0.0
2015-04-13,0.0,5.418705918741753,0.0,0.0,0.0,0.0,17.255345181311284,0.0,0.0,0.0
2015-04-14,0.0,5.394349997058499,0.0,0.0,0.0,0.0,17.272426459909617,0.0,0.0,0.0
2015-04-15,0.0,5.415357871279713,0.0,0.0,0.0,0.0,16.931777677469313,0.0,0.0,0.0
2015-04-16,0.0,5.436221053204023,0.0,0.0,0.0,0.0,17.026571969682163,0.0,0.0,0.0
2015-04-17,0.0,5.411119144242975,0.0,0.0,0.0,0.0,16.832505226168784,0.0,0.0,0.0
2015-04-18,0.0,5.413234088505397,0.0,0.0,0.0,0.0,16.375756641583813,0.0,0.0,0.0
2015-04-19,0.0,5.409858768577525,0.0,0.0,0.0,0.0,16.524993132729353,0.0,0.0,0.0
2015-04-20,0.0,5.418878792589996,0.0,0.0,0.0,0.0,16.725940956134135,0.0,0.0,0.0
2015-04-21,0.0,5.4649709745373585,0.0,0.0,0.0,0.0,17.033506035440396,0.0,0.0,0.0
2015-04-22,0.0,5.460334148201132,0.0,0.0,0.0,0.0,16.987206763039914,0.0,0.0,0.0
2015-04-23,0.0,5.470007634320206,0.0,0.0,0.0,0.0,16.650839368724466,0.0,0.0,0.0
2015-04-24,0.0,5.447891900506388,0.0,0.0,0.0,0.0,16.881174642063943,0.0,0.0,0.0
2015-04-25,0.0,5.426666602291538,0.0,0.0,0.0,0.0,16.451506133762738,0.0,0.0,0.0
2015-04-26,0.0,5.395580150941286,0.0,0.0,0.0,0.0,17.180863156270878,0.0,0.0,0.0
2015-04-27,0.0,5.4393219950922695,0.0,0.0,0.0,0.0,17.468089058276075,0.0,0.0,0.0
2015-04-28,0.0,5.424311028029883,0.0,0.0,0.0,0.0,16.882129954444267,0.0,0.0,0.0
2015-04-29,0.0,5.424103838679804,0.0,0.0,0.0,0.0,16.756601887367154,0.0,0.0,0.0
2015-04-30,0.0,5.468671786415267,0.0,0.0,0.0,0.0,17.33652153452352,0.0,0.0,0.0
2015-05-01,0.0,5.451377429372903,0.0,0.0,0.0,0.0,16.750180979755747,0.0,0.0,0.0
2015-05-02,0.0,5.463535119814588,0.0,0.0,0.0,0.0,16.344075256865178,0.0,0.0,0.0
2015-05-03,0.0,5.486281315519981,0.0,0.0,0.0,0.0,16.73296237433548,0.0,0.0,0.0
2015-05-04,0.0,5.480713942907511,0.0,0.0,0.0,0.0,16.870614951634764,0.0,0.0,0.0
2015-05-05,0.0,5.468570568639215,0.0,0.0,0.0,0.0,16.99060589127247,0.0,0.0,0.0
2015-05-06,0.0,5.441473531941312,0.0,0.0,0.0,0.0,17.20285242713439,0.0,0.0,0.0
2015-05-07,0.0,5.473673049688238,0.0,0.0,0.0,0.0,17.185024649925346,0.0,0.0,0.0
2015-05-08,0.0,5.500698897390106,0.0,0.0,0.0,0.0,17.127712814490714,0.0,0.0,0.0
2015-05-09,0.0,5.492369849233857,0.0,0.0,0.0,0.0,16.800712633074376,0.0,0.0,0.0
2015-05-10,0.0,5.486024417371791,0.0,0.0,0.0,0.0,16.52483334898034,0.0,0.0,0.0
2015-05-11,0.0,5.493711457388485,0.0,0.0,0.0,0.0,16.85489127586322,0.0,0.0,0.0
2015-05-12,0.0,5.489400426993806,0.0,0.0,0.0,0.0,16.774713744686597,0.0,0.0,0.0
2015-05-13,0.0,5.469649589955835,0.0,0.0,0.0,0.0,17.11799568264799,0.0,0.0,0.0
2015-05-14,0.0,5.471972313429056,0.0,0.0,0.0,0.0,17.010655049065534,0.0,0.0,0.0
2015-05-15,0.0,5.474809447112434,0.0,0.0,0.0,0.0,16.608477783318587,0.0,0.0,0.0
2015-05-16,0.0,5.4687055019502235,0.0,0.0,0.0,0.0,16.22152739773676,0.0,0.0,0.0
2015-05-17,0.0,5.471438402863487,0.0,0.0,0.0,0.0,16.225541081669494,0.0,0.0,0.0
2015-05-18,0.0,5.455867999897827,0.0,0.0,0.0,0.0,16.635716196863903,0.0,0.0,0.0
2015-05-19,0.0,5.4508109866051475,0.0,0.0,0.0,0.0,16.471698952229158,0.0,0.0,0.0
2015-05-20,0.0,5.4596621298095025,0.0,0.0,0.0,0.0,16.55631193598144,0.0,0.0,0.0
2015-05-21,0.0,5.465288346045324,0.0,0.0,0.0,0.0,16.530794598314515,0.0,0.0,0.0
2015-05-22,0.0,5.486239905192979,0.0,0.0,0.0,0.0,17.111458565940254,0.0,0.0,0.0
2015-05-23,0.0,5.480105422799859,0.0,0.0,0.0,0.0,16.49687456227368,0.0,0.0,0.0
2015-05-24,0.0,5.488743504527,0.0,0.0,0.0,0.0,16.258553090549643,0.0,0.0,0.0
2015-05-25,0.0,5.472732754334212,0.0,0.0,0.0,0.0,16.484397180281004,0.0,0.0,0.0
2015-05-26,0.0,5.472757938612802,0.0,0.0,0.0,0.0,16.614315183217748,0.0,0.0,0.0
2015-05-27,0.0,5.473459062890573,0.0,0.0,0.0,0.0,16.751333631851363,0.0,0.0,0.0
2015-05-28,0.0,5.473983511644035,0.0,0.0,0.0,0.0,16.442321852899383,0.0,0.0,0.0
2015-05-29,0.0,5.4726739244641545,0.0,0.0,0.0,0.0,16.510475587062576,0.0,0.0,0.0
2015-05-30,0.0,5.456794393740976,0.0,0.0,0.0,0.0,16.461586130567625,0.0,0.0,0.0
2015-05-31,0.0,5.443239893827818,0.0,0.0,0.0,0.0,16.505451165779075,0.0,0.0,0.0
2015-06-01,0.0,5.411315617236493,0.0,0.0,0.0,0.0,17.077081859688217,0.0,0.0,0.0
2015-06-02,0.0,5.424081771830031,0.0,0.0,0.0,0.0,16.833933490316205,0.0,0.0,0.0
2015-06-03,0.0,5.424394766088809,0.0,0.0,0.0,0.0,16.692031332343497,0.0,0.0,0.0
2015-06-04,0.0,5.417539389152367,0.0,0.0,0.0,0.0,16.505267859557577,0.0,0.0,0.0
2015-06-05,0.0,5.420322568965474,0.0,0.0,0.0,0.0,16.709016344103873,0.0,0.0,0.0
2015-06-06,0.0,5.423270207813274,0.0,0.0,0.0,0.0,16.225289574895584,0.0,0.0,0.0
2015-06-07,0.0,5.411114645970108,0.0,0.0,0.0,0.0,16.404657170825487,0.0,0.0,0.0
2015-06-08,0.0,5.435855091153694,0.0,0.0,0.0,0.0,16.96732311988152,0.0,0.0,0.0
2015-06-09,0.0,5.4382880008428724,0.0,0.0,0.0,0.0,17.160246964872233,0.0,0.0,0.0
2015-06-10,0.0,5.43722239306876,0.0,0.0,0.0,0.0,16.582131571298362,0.0,0.0,0.0
2015-06-11,0.0,5.441139846050245,0.0,0.0,0.0,0.0,16.483849328197625,0.0,0.0,0.0
2015-06-12,0.0,5.4423397621544884,0.0,0.0,0.0,0.0,16.455831446095992,0.0,0.0,0.0
2015-06-13,0.0,5.452762257938764,0.0,0.0,0.0,0.0,16.403673085212063,0.0,0.0,0.0
2015-06-14,0.0,5.457638936823492,0.0,0.0,0.0,0.0,16.31414759639749,0.0,0.0,0.0
2015-06-15,0.0,5.471526691299812,0.0,0.0,0.0,0.0,16.8068381953349,0.0,0.0,0.0
2015-06-16,0.0,5.529012350976358,0.0,0.0,0.0,0.0,17.54389916920445,0.0,0.0,0.0
2015-06-17,0.0,5.522596259446137,0.0,0.0,0.0,0.0,17.5964768433811,0.0,0.0,0.0
2015-06-18,0.0,5.521488932606548,0.0,0.0,0.0,0.0,17.24885888098876,0.0,0.0,0.0
2015-06-19,0.0,5.503728637373394,0.0,0.0,0.0,0.0,16.9921175504803,0.0,0.0,0.0
2015-06-20,0.0,5.506192976230146,0.0,0.0,0.0,0.0,16.841194808883525,0.0,0.0,0.0
2015-06-21,0.0,5.501029613986446,0.0,0.0,0.0,0.0,16.17644955547,0.0,0.0,0.0
2015-06-22,0.0,5.513388444922108,0.0,0.0,0.0,0.0,16.6886514354532,0.0,0.0,0.0
2015-06-23,0.0,5.50246566596683,0.0,0.0,0.0,0.0,16.530781360996745,0.0,0.0,0.0
2015-06-24,0.0,5.486931580437833,0.0,0.0,0.0,0.0,16.668809130672955,0.0,0.0,0.0
2015-06-25,0.0,5.496344098792915,0.0,0.0,0.0,0.0,16.59638368208861,0.0,0.0,0.0
2015-06-26,0.0,5.499599669152052,0.0,0.0,0.0,0.0,16.453388692602335,0.0,0.0,0.0
2015-06-27,0.0,5.529389425983503,0.0,0.0,0.0,0.0,16.835379240675692,0.0,0.0,0.0
2015-06-28,0.0,5.521504923241652,0.0,0.0,0.0,0.0,16.532692338992984,0.0,0.0,0.0
2015-06-29,0.0,5.553207598199937,0.0,0.0,0.0,0.0,17.3634858213357,0.0,0.0,0.0
2015-06-30,0.0,5.576221759028371,0.0,0.0,0.0,0.0,17.611759031840574,0.0,0.0,0.0
2015-07-01,0.0,5.559222883704164,0.0,0.0,0.0,0.0,17.11245055603537,0.0,0.0,0.0
2015-07-02,0.0,5.546785535820907,0.0,0.0,0.0,0.0,16.88597458408053,0.0,0.0,0.0
2015-07-03,0.0,5.550382618304936,0.0,0.0,0.0,0.0,16.761726956584464,0.0,0.0,0.0
2015-07-04,0.0,5.567909242362051,0.0,0.0,0.0,0.0,16.5640883742614,0.0,0.0,0.0
2015-07-05,0.0,5.609153042501415,0.0,0.0,0.0,0.0,17.603241663462633,0.0,0.0,0.0
2015-07-06,0.0,5.598533059416483,0.0,0.0,0.0,0.0,17.710485080356698,0.0,0.0,0.0
2015-07-07,0.0,5.588023641665158,0.0,0.0,0.0,0.0,17.177883982421765,0.0,0.0,0.0
2015-07-08,0.0,5.605011326030469,0.0,0.0,0.0,0.0,17.42589321927895,0.0,0.0,0.0
2015-07-09,0.0,5.5992660353552015,0.0,0.0,0.0,0.0,17.51189182796169,0.0,0.0,0.0
2015-07-10,0.0,5.65562115630089,0.0,0.0,0.0,0.0,18.42457316862886,0.0,0.0,0.0
2015-07-11,0.0,5.683970814116097,0.0,0.0,0.0,0.0,17.531759550697966,0.0,0.0,0.0
2015-07-12,0.0,5.742576828965221,0.0,0.0,0.0,0.0,17.848068382750082,0.0,0.0,0.0
2015-07-13,0.0,5.680356843224778,0.0,0.0,0.0,0.0,17.94351393629305,0.0,0.0,0.0
2015-07-14,0.0,5.6645702575605785,0.0,0.0,0.0,0.0,17.173355001914256,0.0,0.0,0.0
2015-07-15,0.0,5.6588862542717475,0.0,0.0,0.0,0.0,17.129209207534956,0.0,0.0,0.0
2015-07-16,0.0,5.631530688878411,0.0,0.0,0.0,0.0,17.717131670800594,0.0,0.0,0.0
2015-07-17,0.0,5.6364738442646125,0.0,0.0,0.0,0.0,17.133014724172096,0.0,0.0,0.0
2015-07-18,0.0,5.6200421092578425,0.0,0.0,0.0,0.0,17.041842556354634,0.0,0.0,0.0
2015-07-19,0.0,5.61536652506842,0.0,0.0,0.0,0.0,16.54548538170321,0.0,0.0,0.0
2015-07-20,0.0,5.634721699252503,0.0,0.0,0.0,0.0,16.93837760306401,0.0,0.0,0.0
2015-07-21,0.0,5.623414464511581,0.0,0.0,0.0,0.0,16.94798722567076,0.0,0.0,0.0
2015-07-22,0.0,5.628419301756222,0.0,0.0,0.0,0.0,16.780257764143993,0.0,0.0,0.0
2015-07-23,0.0,5.624194426386105,0.0,0.0,0.0,0.0,16.73497180626641,0.0,0.0,0.0
2015-07-24,0.0,5.667388215788952,0.0,0.0,0.0,0.0,17.431803216963196,0.0,0.0,0.0
2015-07-25,0.0,5.6688355179999155,0.0,0.0,0.0,0.0,16.84381655034731,0.0,0.0,0.0
2015-07-26,0.0,5.682511185174981,0.0,0.0,0.0,0.0,16.590116057640582,0.0,0.0,0.0
2015-07-27,0.0,5.685699943074541,0.0,0.0,0.0,0.0,17.23624912752155,0.0,0.0,0.0
2015-07-28,0.0,5.6884217740211165,0.0,0.0,0.0,0.0,17.05236778407537,0.0,0.0,0.0
2015-07-29,0.0,5.671913326379482,0.0,0.0,0.0,0.0,17.021203914646428,0.0,0.0,0.0
2015-07-30,0.0,5.665464235010546,0.0,0.0,0.0,0.0,16.88985995429758,0.0,0.0,0.0
2015-07-31,0.0,5.654767263803359,0.0,0.0,0.0,0.0,16.977989603581136,0.0,0.0,0.0
2015-08-01,0.0,5.6440360554654925,0.0,0.0,0.0,0.0,16.759686397249293,0.0,0.0,0.0
2015-08-02,0.0,5.647614206948713,0.0,0.0,0.0,0.0,16.690328705360074,0.0,0.0,0.0
2015-08-03,0.0,5.642711675334801,0.0,0.0,0.0,0.0,16.882358162327364,0.0,0.0,0.0
2015-08-04,0.0,5.65675371301804,0.0,0.0,0.0,0.0,16.902394421817696,0.0,0.0,0.0
2015-08-05,0.0,5.645029808996795,0.0,0.0,0.0,0.0,16.81762248816434,0.0,0.0,0.0
2015-08-06,0.0,5.6332777317588745,0.0,0.0,0.0,0.0,16.748947179933943,0.0,0.0,0.0
2015-08-07,0.0,5.636876678907421,0.0,0.0,0.0,0.0,17.56465694640269,0.0,0.0,0.0
2015-08-08,0.0,5.568333088723975,0.0,0.0,0.0,0.0,17.885101272804526,0.0,0.0,0.0
2015-08-09,0.0,5.583808319546766,0.0,0.0,0.0,0.0,16.984759110385657,0.0,0.0,0.0
2015-08-10,0.0,5.58150184454564,0.0,0.0,0.0,0.0,16.859051609523885,0.0,0.0,0.0
2015-08-11,0.0,5.603542111314978,0.0,0.0,0.0,0.0,17.051593527127796,0.0,0.0,0.0
2015-08-12,0.0,5.588655933940883,0.0,0.0,0.0,0.0,17.104486944603963,0.0,0.0,0.0
2015-08-13,0.0,5.5800316165646215,0.0,0.0,0.0,0.0,17.136419404517582,0.0,0.0,0.0
2015-08-14,0.0,5.586049410285412,0.0,0.0,0.0,0.0,17.114719546781043,0.0,0.0,0.0
2015-08-15,0.0,5.570445329347483,0.0,0.0,0.0,0.0,16.776708372702554,0.0,0.0,0.0
2015-08-16,0.0,5.558783632977001,0.0,0.0,0.0,0.0,17.20722986424309,0.0,0.0,0.0
2015-08-17,0.0,5.556735444219913,0.0,0.0,0.0,0.0,16.88903227943073,0.0,0.0,0.0
2015-08-18,0.0,5.356958822017521,0.0,0.0,0.0,0.0,17.55667883451323,0.0,0.0,0.0
2015-08-19,0.0,5.4279587279029755,0.0,0.0,0.0,0.0,17.924237874049144,0.0,0.0,0.0
2015-08-20,0.0,5.4653137830633005,0.0,0.0,0.0,0.0,17.289803525680714,0.0,0.0,0.0
2015-08-21,0.0,5.45347753771373,0.0,0.0,0.0,0.0,16.95853293129247,0.0,0.0,0.0
2015-08-22,0.0,5.444104595976256,0.0,0.0,0.0,0.0,16.95991715774246,0.0,0.0,0.0
2015-08-23,0.0,5.434459750337545,0.0,0.0,0.0,0.0,16.72821990824382,0.0,0.0,0.0
2015-08-24,0.0,5.354201334457819,0.0,0.0,0.0,0.0,17.896781717784815,0.0,0.0,0.0
2015-08-25,0.0,5.405416840227784,0.0,0.0,0.0,0.0,17.92784566547674,0.0,0.0,0.0
2015-08-26,0.0,5.424205218832422,0.0,0.0,0.0,0.0,17.27522841987707,0.0,0.0,0.0
2015-08-27,0.0,5.4195123402178345,0.0,0.0,0.0,0.0,16.902243785385334,0.0,0.0,0.0
2015-08-28,0.0,5.448442796317081,0.0,0.0,0.0,0.0,17.260297333362676,0.0,0.0,0.0
2015-08-29,0.0,5.441464870477055,0.0,0.0,0.0,0.0,16.657071376475205,0.0,0.0,0.0
2015-08-30,0.0,5.437039645124879,0.0,0.0,0.0,0.0,16.78143294925877,0.0,0.0,0.0
2015-08-31,0.0,5.4426601043275795,0.0,0.0,0.0,0.0,16.846161081181346,0.0,0.0,0.0
2015-09-01,0.0,5.434250257877875,0.0,0.0,0.0,0.0,16.839597073616993,0.0,0.0,0.0
2015-09-02,0.0,5.439313314972411,0.0,0.0,0.0,0.0,16.747258876580428,0.0,0.0,0.0
2015-09-03,0.0,5.4301479327122815,0.0,0.0,0.0,0.0,16.676682395324264,0.0,0.0,0.0
2015-09-04,0.0,5.443706940364845,0.0,0.0,0.0,0.0,16.85824096238331,0.0,0.0,0.0
2015-09-05,0.0,5.4639122983638275,0.0,0.0,0.0,0.0,16.844261708751453,0.0,0.0,0.0
2015-09-06,0.0,5.484132797390678,0.0,0.0,0.0,0.0,17.05315714460516,0.0,0.0,0.0
