Date,BNB-USD_Close,BTC-USD_Close,DOGE-USD_Close,ETH-USD_Close,SOL-USD_Close,BNB-USD_Volume,BTC-USD_Volume,DOGE-USD_Volume,ETH-USD_Volume,SOL-USD_Volume,BNB-USD_RSI,BNB-USD_BB_Upper,BNB-USD_BB_Lower,BNB-USD_Close_Lag_1,BNB-USD_Volume_Lag_1,BNB-USD_Close_Lag_2,BNB-USD_Volume_Lag_2,BNB-USD_Close_Lag_3,BNB-USD_Volume_Lag_3,BNB-USD_Target,BTC-USD_RSI,BTC-USD_BB_Upper,BTC-USD_BB_Lower,BTC-USD_Close_Lag_1,BTC-USD_Volume_Lag_1,BTC-USD_Close_Lag_2,BTC-USD_Volume_Lag_2,BTC-USD_Close_Lag_3,BTC-USD_Volume_Lag_3,BTC-USD_Target,DOGE-USD_RSI,DOGE-USD_BB_Upper,DOGE-USD_BB_Lower,DOGE-USD_Close_Lag_1,DOGE-USD_Volume_Lag_1,DOGE-USD_Close_Lag_2,DOGE-USD_Volume_Lag_2,DOGE-USD_Close_Lag_3,DOGE-USD_Volume_Lag_3,DOGE-USD_Target,ETH-USD_RSI,ETH-USD_BB_Upper,ETH-USD_BB_Lower,ETH-USD_Close_Lag_1,ETH-USD_Volume_Lag_1,ETH-USD_Close_Lag_2,ETH-USD_Volume_Lag_2,ETH-USD_Close_Lag_3,ETH-USD_Volume_Lag_3,ETH-USD_Target,SOL-USD_RSI,SOL-USD_BB_Upper,SOL-USD_BB_Lower,SOL-USD_Close_Lag_1,SOL-USD_Volume_Lag_1,SOL-USD_Close_Lag_2,SOL-USD_Volume_Lag_2,SOL-USD_Close_Lag_3,SOL-USD_Volume_Lag_3,SOL-USD_Target
2020-04-10,0.4062978695227218,0.5711345831524823,0.0037690584499518,0.5981175371510923,0.1202011079887424,0.8382231675794265,0.8052493091190032,0.7459117190860547,0.9385036525434236,0.7761121419581373,58.81254496407243,0.4244049664431606,0.3744958942832495,0.4192979233447299,0.8433254998790101,0.4192365369891909,0.8423786883195625,0.4156721317585091,0.8440799466141575,0.4069784092744853,56.824396119735034,0.5861790534698544,0.5469896243729492,0.5807897290665336,0.7841848284349537,0.5814747245367491,0.7912808231929134,0.578070950068095,0.8065687954678533,0.5709882964396742,64.29806789484336,0.003911307350314029,0.003239908466856113,0.0038704600431959,0.74171173949014,0.0038532411314966,0.7439535522195803,0.0038245430470988,0.7482349054395808,0.003811150252808,65.53389472159125,0.6099929745318189,0.562157125585995,0.6069484045602133,0.9310378775520648,0.6082010869590537,0.9364212170325266,0.6029655648126517,0.9459013415049023,0.5979721266174423,100.0,0.059765625086161324,-0.04774551428728708,0.0,0.0,0.0,0.0,0.0,0.0,0.1033777575293069
2020-04-11,0.4069784092744853,0.5709882964396742,0.003811150252808,0.5979721266174423,0.1033777575293069,0.8348699857095654,0.774011029586898,0.7570789639486825,0.9272734236478776,0.7468671037842958,62.31717734891653,0.4237739175034472,0.3781006310377233,0.4062978695227218,0.8382231675794265,0.4192979233447299,0.8433254998790101,0.4192365369891909,0.8423786883195625,0.4126918596394603,61.77866637630391,0.5848264679877906,0.5508872107263549,0.5711345831524823,0.8052493091190032,0.5807897290665336,0.7841848284349537,0.5814747245367491,0.7912808231929134,0.5735249992168969,69.06452072740305,0.003928337904613553,0.0032724374513719077,0.0037690584499518,0.7459117190860547,0.0038704600431959,0.74171173949014,0.0038532411314966,0.7439535522195803,0.003811150252808,68.1879870667141,0.610556548212155,0.5645112425987505,0.5981175371510923,0.9385036525434236,0.6069484045602133,0.9310378775520648,0.6082010869590537,0.9364212170325266,0.6001201427535808,87.72237405645502,0.08021118846182239,-0.05785330191001746,0.1202011079887424,0.7761121419581373,0.0,0.0,0.0,0.0,0.1137689937612286
2020-04-12,0.4126918596394603,0.5735249992168969,0.003811150252808,0.6001201427535808,0.1137689937612286,0.8403614263185242,0.7866847426496246,0.7591413263917806,0.9316256965694436,0.7415927735468857,73.69023743942066,0.4247876343773478,0.3794848597890449,0.4069784092744853,0.8348699857095654,0.4062978695227218,0.8382231675794265,0.4192979233447299,0.8433254998790101,0.4190327743232389,72.42693834396407,0.5852895145648356,0.5517228501894462,0.5709882964396742,0.774011029586898,0.5711345831524823,0.8052493091190032,0.5807897290665336,0.7841848284349537,0.570667286494684,76.64748631802163,0.0039516520615795435,0.0032845216607670174,0.003811150252808,0.7570789639486825,0.0037690584499518,0.7459117190860547,0.0038704600431959,0.74171173949014,0.0037518386274398,75.15767507197819,0.6119109031590391,0.565238128891149,0.5979721266174423,0.9272734236478776,0.5981175371510923,0.9385036525434236,0.6069484045602133,0.9310378775520648,0.5965289237248909,88.58781590661488,0.09944236323428551,-0.06570757730635773,0.1033777575293069,0.7468671037842958,0.1202011079887424,0.7761121419581373,0.0,0.0,0.1034802580371495
2020-04-13,0.4190327743232389,0.570667286494684,0.0037518386274398,0.5965289237248909,0.1034802580371495,0.8447060902430765,0.7938704649550292,0.7585390834580402,0.9350036859010846,0.7095581908495042,72.21211591969947,0.42680567173835543,0.38017595222851125,0.4126918596394603,0.8403614263185242,0.4069784092744853,0.8348699857095654,0.4062978695227218,0.8382231675794265,0.4235845644009191,60.44354057615774,0.5854429723444576,0.5518236444597864,0.5735249992168969,0.7866847426496246,0.5709882964396742,0.774011029586898,0.5711345831524823,0.8052493091190032,0.5706075651284592,65.09471815601437,0.003965263057782163,0.0032915755022074372,0.003811150252808,0.7591413263917806,0.003811150252808,0.7570789639486825,0.0037690584499518,0.7459117190860547,0.0037614052145977,67.25384753224303,0.612687867900476,0.5658538581842522,0.6001201427535808,0.9316256965694436,0.5979721266174423,0.9272734236478776,0.5981175371510923,0.9385036525434236,0.5975122493789092,82.80829136250048,0.1127350410020369,-0.06865222927039416,0.1137689937612286,0.7415927735468857,0.1033777575293069,0.7468671037842958,0.1202011079887424,0.7761121419581373,0.0913556452407318
2020-04-14,0.4235845644009191,0.5706075651284592,0.0037614052145977,0.5975122493789092,0.0913556452407318,0.8495568047396502,0.7822748811680116,0.7633975640796328,0.9305587996764766,0.7060020006130916,72.74034117807213,0.4293029924444866,0.3809298710308841,0.4190327743232389,0.8447060902430765,0.4126918596394603,0.8403614263185242,0.4069784092744853,0.8348699857095654,0.4148259661152756,60.18510567407842,0.5856304108496507,0.5520099503532795,0.570667286494684,0.7938704649550292,0.5735249992168969,0.7866847426496246,0.5709882964396742,0.774011029586898,0.5659543875439794,68.70485362849507,0.003978072410957899,0.00330364064910027,0.0037518386274398,0.7585390834580402,0.003811150252808,0.7591413263917806,0.003811150252808,0.7570789639486825,0.0037154853835897,67.47741763887447,0.6134296039337637,0.5668216534965451,0.5965289237248909,0.9350036859010846,0.6001201427535808,0.9316256965694436,0.5979721266174423,0.9272734236478776,0.5942632327915908,76.89635515782349,0.12172318169597787,-0.06850480544026197,0.1034802580371495,0.7095581908495042,0.1137689937612286,0.7415927735468857,0.1033777575293069,0.7468671037842958,0.0896951558260975
2020-04-15,0.4148259661152756,0.5659543875439794,0.0037154853835897,0.5942632327915908,0.0896951558260975,0.8414595579773754,0.777147376353815,0.7591439112608369,0.9290416690873896,0.6954957444697575,63.23856792835054,0.43028850081220477,0.3813397623505444,0.4235845644009191,0.8495568047396502,0.4190327743232389,0.8447060902430765,0.4126918596394603,0.8403614263185242,0.4251994215338311,50.88153268967671,0.5855857965509361,0.5518802852604883,0.5706075651284592,0.7822748811680116,0.570667286494684,0.7938704649550292,0.5735249992168969,0.7866847426496246,0.5767646833760138,59.68203752784763,0.003984648363363175,0.003315816371028515,0.0037614052145977,0.7633975640796328,0.0037518386274398,0.7585390834580402,0.003811150252808,0.7591413263917806,0.0038838524231487,62.60493626877242,0.6137940163019354,0.5676571587462952,0.5975122493789092,0.9305587996764766,0.5965289237248909,0.9350036859010846,0.6001201427535808,0.9316256965694436,0.607871651092038,76.15178735933277,0.12933234584819572,-0.06714445400987007,0.0913556452407318,0.7060020006130916,0.1034802580371495,0.7095581908495042,0.1137689937612286,0.7415927735468857,0.0944551658128287
2020-04-16,0.4251994215338311,0.5767646833760138,0.0038838524231487,0.607871651092038,0.0944551658128287,0.8464446751326592,0.8117821306157906,0.7614250863167594,0.948133350216008,0.7162993167096617,66.42412921767635,0.4325976653040627,0.3822194925308517,0.4148259661152756,0.8414595579773754,0.4235845644009191,0.8495568047396502,0.4190327743232389,0.8447060902430765,0.4254916519445223,56.76146912559163,0.5863684818071393,0.5525902582769548,0.5659543875439794,0.777147376353815,0.5706075651284592,0.7822748811680116,0.570667286494684,0.7938704649550292,0.5763102888542799,66.22214481950931,0.00400887022057819,0.00333388037432544,0.0037154853835897,0.7591439112608369,0.0037614052145977,0.7633975640796328,0.0037518386274398,0.7585390834580402,0.0038551543515451,67.32651666290943,0.6157177667585624,0.5686745939704664,0.5942632327915908,0.9290416690873896,0.5975122493789092,0.9305587996764766,0.5965289237248909,0.9350036859010846,0.6075177678949362,76.79586125966414,0.1368043971484486,-0.06517098872884006,0.0896951558260975,0.6954957444697575,0.0913556452407318,0.7060020006130916,0.1034802580371495,0.7095581908495042,0.0912260630198949
2020-04-17,0.4254916519445223,0.5763102888542799,0.0038551543515451,0.6075177678949362,0.0912260630198949,0.838449859864517,0.7777963005917776,0.7571243205920771,0.935601209346784,0.6835630183276427,65.11584761358688,0.43416066412019383,0.38424786498689634,0.4251994215338311,0.8464446751326592,0.4148259661152756,0.8414595579773754,0.4235845644009191,0.8495568047396502,0.4330430490441968,57.77086339346761,0.5864164493777319,0.5545503556829235,0.5767646833760138,0.8117821306157906,0.5659543875439794,0.777147376353815,0.5706075651284592,0.7822748811680116,0.5798340614774646,68.34906349522555,0.004016352722762742,0.0033713634375285087,0.0038838524231487,0.7614250863167594,0.0037154853835897,0.7591439112608369,0.0037614052145977,0.7633975640796328,0.0039469862230718,66.93636088656908,0.61692878259299,0.5706301978611498,0.607871651092038,0.948133350216008,0.5942632327915908,0.9290416690873896,0.5975122493789092,0.9305587996764766,0.6175169660090373,75.41418306873663,0.14278503128588704,-0.062029016564289004,0.0944551658128287,0.7162993167096617,0.0896951558260975,0.6954957444697575,0.0913556452407318,0.7060020006130916,0.0934183264078176
2020-04-18,0.4330430490441968,0.5798340614774646,0.0039469862230718,0.6175169660090373,0.0934183264078176,0.8465277896035057,0.777605834368706,0.7587369898130164,0.9430507416833344,0.6831798982339886,66.38952038497702,0.4351183228182327,0.3885228811710112,0.4254916519445223,0.838449859864517,0.4251994215338311,0.8464446751326592,0.4148259661152756,0.8414595579773754,0.4291015199556215,58.115115037621266,0.5845267064227972,0.5596250532269416,0.5763102888542799,0.7777963005917776,0.5767646833760138,0.8117821306157906,0.5659543875439794,0.777147376353815,0.5783546066632252,69.8030796344176,0.004009871004633087,0.0034425193037647328,0.0038551543515451,0.7571243205920771,0.0038838524231487,0.7614250863167594,0.0037154853835897,0.7591439112608369,0.0039412468321364,70.31902287371094,0.6189493561669764,0.5732690892110409,0.6075177678949362,0.935601209346784,0.607871651092038,0.948133350216008,0.5942632327915908,0.9290416690873896,0.6141434300989583,75.71086560685842,0.14822045779017629,-0.05812261042779649,0.0912260630198949,0.6835630183276427,0.0944551658128287,0.7162993167096617,0.0896951558260975,0.6954957444697575,0.0853081290400775
2020-04-19,0.4291015199556215,0.5783546066632252,0.0039412468321364,0.6141434300989583,0.0853081290400775,0.8391395154014267,0.7742772639766855,0.7597692019365615,0.940999030833179,0.6809875696927163,63.94346770724548,0.4360077470280778,0.39147890486218634,0.4330430490441968,0.8465277896035057,0.4254916519445223,0.838449859864517,0.4251994215338311,0.8464446751326592,0.4195121271468609,58.41363370140043,0.584511263908255,0.5613891622231806,0.5798340614774646,0.777605834368706,0.5763102888542799,0.7777963005917776,0.5767646833760138,0.8117821306157906,0.5715097148654242,71.68568565408643,0.004027375425458966,0.0034684476139007535,0.0039469862230718,0.7587369898130164,0.0038551543515451,0.7571243205920771,0.0038838524231487,0.7614250863167594,0.0037958440876214,68.42387936282678,0.6203788411622806,0.5754986357620917,0.6175169660090373,0.9430507416833344,0.6075177678949362,0.935601209346784,0.607871651092038,0.948133350216008,0.6079668204760827,72.47540094228354,0.15169469434501315,-0.05306603407862563,0.0934183264078176,0.6831798982339886,0.0912260630198949,0.6835630183276427,0.0944551658128287,0.7162993167096617,0.077513925214217
